"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"SLC7A5","ENSG00000103257",5.46267685293841e-67,2.01695567953287,5.9590671462184e-71,1933.73597561387
"KRT81","ENSG00000205426",2.68484855729197e-58,2.06363733859995,5.85763839269548e-62,1668.54419027054
"WSB1","ENSG00000109046",7.00829994745495e-50,1.95771715676954,2.29354203582032e-53,609.388965185091
"KITLG","ENSG00000049130",1.52782227567444e-49,-1.95056273742929,6.66661841681877e-53,450.464767997147
"KRT17","ENSG00000128422",3.64176267455772e-48,2.7519502688548,1.98634377362153e-51,140.675524065527
"AREG","ENSG00000109321",5.74366916129847e-48,2.71450124971453,3.75935583809216e-51,146.281148774114
"SGCG","ENSG00000102683",1.0537954416742e-46,-2.15290551276397,8.04687257741837e-50,180.781145580081
"KAT2B","ENSG00000114166",1.51099868567167e-44,-2.53478428034841,1.31864181142941e-47,124.82763245093
"ERRFI1","ENSG00000116285",3.00339518661325e-43,1.48099545212904,3.16666322152352e-46,658.795797582762
"PCP4","ENSG00000183036",3.00339518661325e-43,2.19810830891758,3.27631197405177e-46,187.251771500864
"RDX","ENSG00000137710",2.37630595421384e-40,-1.61590244433179,2.85146345547641e-43,523.273188638448
"EID1","ENSG00000255302",2.91586223618542e-40,-1.46359098174277,3.81698994591742e-43,457.4293727064
"ESR1","ENSG00000091831",6.28785433102582e-39,-1.5177525389309,8.91699643322086e-42,870.311736663319
"GREB1","ENSG00000196208",7.41093692061988e-37,1.84707759003691,1.13181102747549e-39,581.976622591803
"SLC12A2","ENSG00000064651",5.55203258138917e-36,-1.28597676129796,9.08481386722347e-39,1103.04867550623
"C1orf21","ENSG00000116667",4.76849490177743e-33,-1.35712230854087,8.32288845079512e-36,493.288810738207
"CRABP1","ENSG00000166426",9.79030696624662e-33,2.37705861905698,1.81559090679822e-35,111.670827837834
"FADS1","ENSG00000149485",1.21719147805377e-31,1.45541534431324,2.39003453746786e-34,250.121577797765
"PABPC1L","ENSG00000101104",4.6275889286029e-31,1.40138643160952,9.59138100179503e-34,349.285253446379
"FAM83B","ENSG00000168143",3.02911952297025e-29,-1.33861111841676,6.60874773201757e-32,513.850523538019
"S100P","ENSG00000163993",1.8743533165368e-28,1.23515230921886,4.29381691363289e-31,2901.94615371725
"TBC1D9","ENSG00000109436",3.07349382639621e-28,-1.18137235982343,7.37611696091597e-31,1553.64858500864
"RBCK1","ENSG00000125826",3.4489655494321e-26,1.70638858254076,8.65345343481382e-29,394.972271584239
"PPP1R3C","ENSG00000119938",7.33406566794112e-26,-2.37111442563808,1.92012191590037e-28,76.3515471203448
"IDI1","ENSG00000067064",1.67568946155153e-25,-0.95589593057787,4.56989598983183e-28,1797.86999705203
"DKK1","ENSG00000107984",2.91493203437845e-25,-1.67268929565401,8.26750658817931e-28,282.408625940049
"NPY1R","ENSG00000164128",5.85224931580196e-25,-1.58531731897426,1.72369075517239e-27,428.411381943913
"SLC25A25","ENSG00000148339",2.3721678149176e-24,1.22172044121271,7.24563093898688e-27,358.055190554893
"MALRD1","ENSG00000204740",3.22101201994713e-24,-2.56587997273493,1.01897402180066e-26,84.4399677075029
"NET1","ENSG00000173848",3.9759256325928e-24,1.2410941491124,1.30116471013182e-26,285.591995452788
"DCDC2","ENSG00000146038",5.42768290347449e-24,-1.6525630145462,1.8354769281958e-26,458.66876375616
"UBP1","ENSG00000153560",7.17922355028861e-24,-1.16105873193069,2.50611054444459e-26,352.051468558051
"FLNA","ENSG00000196924",1.48030059267791e-23,1.03651036441758,5.32888835588208e-26,850.281149705727
"RBL2","ENSG00000103479",1.56624058850693e-23,-1.62869718502158,5.96585346776761e-26,306.666677628691
