"gene","stat"
"ENSG00000069188",3.04235468032635
"ENSG00000156398",2.98464814517813
"ENSG00000196208",2.83073084460535
"ENSG00000165731",2.13680118297597
"ENSG00000082175",2.11523396399449
"ENSG00000171346",2.07099767656827
"ENSG00000173467",1.97226845669343
"ENSG00000024526",1.92907452044165
"ENSG00000142945",1.82867400846828
"ENSG00000100583",1.81604432919079
"ENSG00000278272",1.78047796164739
"ENSG00000183856",1.76633951300778
"ENSG00000131747",1.72806802273804
"ENSG00000160182",1.72579063290337
"ENSG00000161888",1.71533954334291
"ENSG00000170312",1.7078405100338
"ENSG00000088325",1.70266438767021
"ENSG00000174827",1.69887813464047
"ENSG00000139352",1.67721552001806
"ENSG00000274267",1.66543167781042
"ENSG00000113739",1.65365836310991
"ENSG00000076555",1.64714676231647
"ENSG00000169679",1.6392732281794
"ENSG00000157600",1.62447613052089
"ENSG00000004948",1.61514749071429
"ENSG00000131153",1.60880406240219
"ENSG00000100580",1.59631590564625
"ENSG00000076242",1.56755218055871
"ENSG00000112984",1.55804558908779
"ENSG00000135549",1.55519854339975
"ENSG00000122140",1.54959287895454
"ENSG00000155850",1.52146551829708
"ENSG00000145386",1.50999246145657
"ENSG00000112562",1.50646070963295
"ENSG00000188735",1.48736668726463
"ENSG00000117983",1.4786115021949
"ENSG00000147041",1.47602073995173
"ENSG00000108352",1.4705483607056
"ENSG00000102384",1.45599846156338
"ENSG00000174945",1.45573565242058
"ENSG00000105983",1.44962436158789
"ENSG00000196550",1.4475800792308
"ENSG00000130045",1.44528564245623
"ENSG00000177200",1.44330864257807
"ENSG00000072571",1.43937235315434
"ENSG00000122966",1.43439716212692
"ENSG00000141753",1.41078253298908
"ENSG00000189057",1.39649671479341
"ENSG00000119403",1.39593476852716
"ENSG00000198826",1.39349613976204
"ENSG00000118193",1.39049864150492
"ENSG00000122884",1.38477315844611
"ENSG00000090006",1.36976280947464
"ENSG00000198901",1.36432202542669
"ENSG00000118513",1.36374174922432
"ENSG00000277775",1.36090876328781
"ENSG00000177721",1.35990664243189
"ENSG00000263639",1.34738194367886
"ENSG00000068489",1.34272689933298
"ENSG00000169607",1.33066048925107
"ENSG00000171241",1.33059327803479
"ENSG00000188833",1.31891976942195
"ENSG00000167513",1.30800616535315
"ENSG00000132554",1.29909383401443
"ENSG00000137573",1.27055911213836
"ENSG00000143126",1.2703160395449
"ENSG00000065328",1.26792915531993
"ENSG00000174206",1.25899570518085
"ENSG00000124126",1.25563805593879
"ENSG00000138180",1.2525787505968
"ENSG00000117650",1.25039993432087
"ENSG00000174442",1.24633416835851
"ENSG00000112029",1.24497660001336
"ENSG00000171848",1.23914663980261
"ENSG00000143476",1.23645315465375
"ENSG00000233917",1.23599081109195
"ENSG00000109321",1.23554342120246
"ENSG00000107819",1.2324440368539
"ENSG00000185567",1.22965258760335
"ENSG00000011426",1.22416659600796
"ENSG00000121152",1.22268331796583
"ENSG00000164742",1.22075209098054
"ENSG00000144554",1.21731518985529
"ENSG00000106541",1.21200451949221
"ENSG00000102362",1.21121570690889
"ENSG00000137804",1.20741812481418
"ENSG00000128311",1.2017909906305
"ENSG00000134333",1.19471419700895
"ENSG00000168393",1.19251080473229
"ENSG00000109805",1.18521407193261
"ENSG00000058668",1.18232564608748
"ENSG00000261934",1.18142993577622
"ENSG00000182263",1.17942582869982
"ENSG00000126217",1.1773313206478
"ENSG00000185697",1.16934421149158
"ENSG00000064205",1.16916049704603
"ENSG00000182774",1.16760328885731
"ENSG00000184357",1.16744981378009
"ENSG00000128944",1.15996966637665
"ENSG00000175920",1.15829387211536
"ENSG00000161800",1.14578146371461
"ENSG00000153130",1.14571141310655
"ENSG00000079459",1.14352867621878
"ENSG00000137812",1.14129467353015
"ENSG00000138160",1.14073899339346
"ENSG00000187634",1.14013989232631
"ENSG00000181938",1.13262369909224
"ENSG00000157456",1.13177253755994
"ENSG00000263513",1.12962717166461
"ENSG00000013810",1.12556885969
"ENSG00000105974",1.12121288128987
"ENSG00000148773",1.10806515438271
"ENSG00000009830",1.10784795353762
"ENSG00000092470",1.10553527928855
"ENSG00000115935",1.10538500670054
"ENSG00000140534",1.10045019912458
"ENSG00000168496",1.09915860265699
"ENSG00000187720",1.0956806401978
"ENSG00000104147",1.0953251058657
"ENSG00000158169",1.09052692390382
"ENSG00000062282",1.0895460173198
"ENSG00000163638",1.088766892588
"ENSG00000140526",1.07460406782064
"ENSG00000107562",1.07231226155051
"ENSG00000113763",1.06981002905607
"ENSG00000144290",1.06790756447568
"ENSG00000116062",1.06772267766209
"ENSG00000183763",1.06659091350287
"ENSG00000111907",1.06614106777683
"ENSG00000123219",1.06339690346031
"ENSG00000100219",1.06255006323833
"ENSG00000134057",1.06077606821619
"ENSG00000215271",1.0606578915455
"ENSG00000129195",1.05236043477568
"ENSG00000117479",1.05029325465893
"ENSG00000178105",1.04889891519464
"ENSG00000113368",1.0462684850642
"ENSG00000116774",1.04514608306918
"ENSG00000140691",1.04473357938241
"ENSG00000170160",1.04135094894256
"ENSG00000137563",1.03797761879773
"ENSG00000006047",1.03581201948967
"ENSG00000117724",1.03508357392246
"ENSG00000167004",1.0342444330284
"ENSG00000138778",1.02950473476599
"ENSG00000198088",1.02936150309457
"ENSG00000165244",1.02637455227312
"ENSG00000267041",1.02303009077462
"ENSG00000197977",1.02022629765692
"ENSG00000118707",1.01918494301561
"ENSG00000166965",1.01868404861304
"ENSG00000010626",1.00914626336697
"ENSG00000132329",1.00911661835855
"ENSG00000164430",1.0080906997871
"ENSG00000183779",1.00655319302271
"ENSG00000175356",1.00413673859347
"ENSG00000112742",0.997179516405616
"ENSG00000188342",0.996570169085518
"ENSG00000128908",0.996048806424802
"ENSG00000148143",0.995188986793354
"ENSG00000100526",0.992724689362164
"ENSG00000135773",0.992439743420482
"ENSG00000169288",0.992020536105755
"ENSG00000178295",0.99172694513877
"ENSG00000198157",0.989798162841243
"ENSG00000162946",0.987890791580739
"ENSG00000167216",0.9826717306877
"ENSG00000179222",0.978998081858922
"ENSG00000187109",0.973409681616232
"ENSG00000075336",0.97042984196445
"ENSG00000143951",0.968413414268252
"ENSG00000165138",0.968198321345376
"ENSG00000164109",0.967995173463917
"ENSG00000155792",0.965419613895518
"ENSG00000087586",0.965132336405854
"ENSG00000278637",0.964539751559374
"ENSG00000113205",0.959232747142119
"ENSG00000172731",0.958939152344682
"ENSG00000076003",0.95670436282942
