"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"HSPA5","ENSG00000044574",3.47400455624929e-08,0.802346841289545,6.75613488185393e-12,556.500240987868
"DDIT3","ENSG00000175197",5.7025778552458e-08,0.674671068954297,2.21803883906877e-11,657.438279554612
"ATG101","ENSG00000123395",1.51790628460784e-06,0.797124451295392,8.85592931509827e-10,181.419062125585
"NULL","",1.95154277671978e-05,-0.434311167351996,2.65670934209227e-08,4578.11363510974
"RPS4X","ENSG00000198034",1.95154277671978e-05,0.580570965361468,2.60063143362934e-08,414.259860647534
"PPIAL4A","ENSG00000263353",1.95154277671978e-05,-0.56328168256612,2.24738799941151e-08,1348.83013561402
"UBE2L5","ENSG00000236444",1.95154277671978e-05,-0.697721406303908,2.53307758467148e-08,190.24039167007
"UBAP2L","ENSG00000143569",2.63902740269946e-05,-0.56821591816543,4.54343289478993e-08,379.966333607336
"LMAN2","ENSG00000169223",2.63902740269946e-05,0.469115129398161,4.61906779935728e-08,626.462741445254
"VEGFA","ENSG00000112715",2.83463274102106e-05,0.561928548964909,5.51270466943029e-08,425.124047920953
"NPY1R","ENSG00000164128",4.58409119868356e-05,-0.478867719341831,9.80649614654203e-08,581.183995965573
"CETN2","ENSG00000147400",5.61667302694284e-05,0.524677626755497,1.3107755022037e-07,327.142959840454
"RPS15","ENSG00000115268",0.000125092179170088,0.401922849605364,3.16257940336667e-07,667.489363163561
"PRPF38B","ENSG00000134186",0.000134534471584884,-0.546637840404606,3.92457618392311e-07,538.71571872921
"INTS3","ENSG00000143624",0.000134534471584884,-0.413121481944022,3.70170584521871e-07,666.015288238465
"PIGP","ENSG00000185808",0.000201600067266919,-0.874900024482061,6.27304760068204e-07,143.575053261448
"HSP90AB1","ENSG00000096384",0.000310354842402265,0.374022765844752,1.02606618452713e-06,1090.31195449846
"HMGCS1","ENSG00000112972",0.000391853104776383,0.488958556172259,1.37171448579831e-06,591.457390687996
"OS9","ENSG00000135506",0.000411697134731655,0.639978852137838,1.58147940601903e-06,151.251097230431
"PDIA6","ENSG00000143870",0.000411697134731655,0.400469356210351,1.60131129806167e-06,874.545132438981
"MED21","ENSG00000152944",0.000427431141330307,-0.644691278196511,1.82876023128486e-06,145.059792081897
"RPL12","ENSG00000197958",0.000427431141330307,0.566324107746051,1.81850949630214e-06,212.340194270925
"MUC20","ENSG00000176945",0.000589972380778039,-0.580002677708479,2.63892741304841e-06,208.887179388435
"DENR","ENSG00000139726",0.000744964034192242,-0.370490223594365,3.47707833928701e-06,719.930507812746
"FAM107B","ENSG00000065809",0.000921697759564728,-0.513276684565941,4.48122209045473e-06,314.947101440646
