"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"TFF1","ENSG00000160182",3.00047098549042e-52,2.0029013562348,3.23361459800671e-56,4727.52802085253
"GREB1","ENSG00000196208",5.23604975741887e-43,2.89003386164104,1.128580613734e-46,1140.7713611134
"PRR11","ENSG00000068489",2.82756396727713e-26,1.73184961193637,9.14181690034635e-30,305.352138874697
"CDK1","ENSG00000170312",1.51438353176161e-22,1.76562416333468,6.52821869495251e-26,144.049946413097
"TPD52L1","ENSG00000111907",3.55679446420971e-22,1.14091419261666,1.9165828560242e-25,1259.86680737149
"ARHGAP11A","ENSG00000198826",6.20873909554358e-22,1.761003434599,4.01470358586717e-25,163.297555567515
"CELSR2","ENSG00000143126",1.20474599935242e-21,1.30954188020232,9.08850306656637e-25,415.245771358917
"KRT81","ENSG00000205426",6.08375056400781e-19,-1.1741954157162,5.24517776830073e-22,497.296255250193
"NPY1R","ENSG00000164128",2.70012926531828e-17,1.11623491332384,2.61894206141443e-20,1089.16346218745
"PSCA","ENSG00000167653",3.06015322349698e-17,-1.64923436623429,3.2979342854801e-20,136.283409562479
"HMMR","ENSG00000072571",4.20600435204342e-17,1.56158376058086,4.98610279905999e-20,181.92783763095
"AGR2","ENSG00000106541",7.00227874710589e-17,1.17880967027673,9.05564661766038e-20,608.743151137063
"CLIP4","ENSG00000115295",3.37696537309522e-16,-1.66400859175687,4.73117252400451e-19,89.4110408278856
"CALCR","ENSG00000004948",9.96237244146912e-16,1.48947357309201,1.5031060909642e-18,183.725067125272
"RET","ENSG00000165731",4.09918562170823e-15,1.95400280452639,6.62655289639222e-18,64.5284011078327
"RAPGEFL1","ENSG00000108352",6.9600858676459e-14,1.57969451274563,1.20014413064268e-16,102.555297125443
"POGLUT3","ENSG00000178202",6.97235567989469e-14,-1.64333157528539,1.27740108371818e-16,119.709538118339
"BCAS1","ENSG00000064787",9.23510659983056e-14,-1.75456416069737,1.79148527639778e-16,63.1318196891344
"H4C1","ENSG00000278637",1.55695130753148e-13,1.37981904727464,3.18806712394634e-16,121.89466426694
"HMGB2","ENSG00000164104",1.73426261144133e-13,1.25687214773493,3.73803774424256e-16,154.187690751883
"CENPI","ENSG00000102384",2.46364208369268e-13,1.61935086738062,5.57565295371767e-16,86.5308179299565
