"gene","ensembl_id","stat","log2FoldChange"
"LMAN2","ENSG00000169223",3.32502471727296e-11,0.575559221743715
"NPIPB3","ENSG00000169246",1.12920342192606e-09,0.483169882069967
"ACTG1","ENSG00000184009",1.12920342192606e-09,-0.457810405298302
"RAB10","ENSG00000084733",2.70045457158896e-09,-0.444174696579965
"NULL","",8.78788176531137e-09,-0.456148045910776
"ATG101","ENSG00000123395",3.12255995800898e-08,0.836101533516004
"DENR","ENSG00000139726",3.12255995800898e-08,-0.448452584619227
"RPL22","ENSG00000116251",3.75809696830708e-08,-0.401625924341189
"ANP32B","ENSG00000136938",4.7021725593266e-08,-0.652323781936929
"DAD1","ENSG00000129562",6.91022579917727e-08,-0.499945116465596
"PPIAL4A","ENSG00000263353",8.24143717923528e-08,-0.532374595083383
"RPS4X","ENSG00000198034",1.12610903553658e-07,0.577361037037059
"ARLN","ENSG00000164096",2.31060339466428e-07,-0.692382803225037
"CANX","ENSG00000127022",2.87561458327786e-07,-0.560470222387919
"CDC42","ENSG00000070831",2.87561458327786e-07,-0.395918388552545
"PIGP","ENSG00000185808",3.05324872558416e-07,-0.940014374620323
"RPS27","ENSG00000177954",3.05324872558416e-07,-0.379424562625572
"TRIQK","ENSG00000205133",3.25924474009537e-07,-0.519838334328126
"LGALS3","ENSG00000131981",3.76117589468498e-07,-0.509302706260295
"RPS27A","ENSG00000143947",5.75184962100413e-07,-0.642179332658746
"BRD2","ENSG00000204256",5.75184962100413e-07,-0.667457324497631
"ATP5MG","ENSG00000167283",5.75184962100413e-07,-0.499304888245124
"UBP1","ENSG00000153560",8.7172593183382e-07,-0.490260816905071
"LAMP1","ENSG00000185896",1.25262793267532e-06,0.413572006647626
"ABCC5","ENSG00000114770",1.49849536547822e-06,0.432175187188551
"UBL5","ENSG00000198258",3.21413567814849e-06,0.426979391655997
"RPL36AL","ENSG00000165502",3.21413567814849e-06,-0.352862337589169
"NDUFS5","ENSG00000168653",3.25026840423823e-06,-0.511199496676469
"TAPBP","ENSG00000231925",5.60195888596819e-06,0.381995907030466
"PSMA3","ENSG00000100567",7.69240336625529e-06,-0.356247425664646
"RPS24","ENSG00000138326",8.73728090847482e-06,-0.541559476750831
"ELOB","ENSG00000103363",8.88819620923267e-06,0.382551184487879
"GNPNAT1","ENSG00000100522",8.88819620923267e-06,-0.733548120779229
"RPL6","ENSG00000089009",9.53850728762341e-06,0.41773549173372
"EEF1E1","ENSG00000124802",9.8049843949091e-06,-0.345467114645086
"GORASP2","ENSG00000115806",1.03854610175461e-05,-0.697552542592764
"UBE2R2","ENSG00000107341",1.20650507729072e-05,0.444170209221073
"KDM5C","ENSG00000126012",1.27907237794462e-05,0.433308095961371
"ARL1","ENSG00000120805",1.296348468856e-05,-0.437686726540244
"UBAP2L","ENSG00000143569",1.35806297976248e-05,-0.520413145703432
"MAGEF1","ENSG00000177383",1.35806297976248e-05,0.411654144993417
"HSP90AB1","ENSG00000096384",1.72712603132344e-05,0.330506545584387
"RPS15","ENSG00000115268",1.72712603132344e-05,0.422002313338551
"LLGL2","ENSG00000073350",1.72712603132344e-05,0.338902061620076
"EIF3L","ENSG00000100129",2.10165369155055e-05,0.497550901256987
"CDC25B","ENSG00000101224",2.26920292332694e-05,-0.442602055952969
"SLC25A6","ENSG00000169100",2.27766953805085e-05,-0.391268754607458
"HIF1A","ENSG00000100644",2.40859281009721e-05,0.6041362566898
"HM13","ENSG00000101294",2.45559566551063e-05,-0.555883078682452
"CHMP2A","ENSG00000130724",2.95861208004192e-05,-0.55002217591545
"RPL7A","ENSG00000148303",3.34061054118904e-05,0.528934105782576
"PFDN6","ENSG00000204220",3.34061054118904e-05,-0.430684202848431
"GAPDH","ENSG00000111640",3.53402636855121e-05,-0.341104680010373
"NDUFB5","ENSG00000136521",3.98380328029499e-05,-0.412589902973943
"SLC19A2","ENSG00000117479",4.13529589971383e-05,0.589120537461108
"P4HTM","ENSG00000178467",4.46901293682625e-05,0.850823679301935
"INTS3","ENSG00000143624",4.62586368350909e-05,-0.35016026173987
"RBBP4","ENSG00000162521",5.14857008550813e-05,-0.419346075443324
"NDUFV2","ENSG00000178127",5.696939077289e-05,-0.419892434664536
"NONO","ENSG00000147140",5.90125287388863e-05,-0.418158797923455
"MUC20","ENSG00000176945",5.90125287388863e-05,-0.524867575785088
"SAP18","ENSG00000150459",6.33708185303549e-05,-0.406279487649042
"TRIM37","ENSG00000108395",7.42504229330616e-05,0.345898626099666
"NPIPA5","ENSG00000183793",7.56212729707136e-05,0.369146730676502
"NPIPA7","ENSG00000214967",7.65801346521667e-05,0.420879681830632
"RPL9","ENSG00000163682",7.75852879157018e-05,0.409052215422399
"CHKA","ENSG00000110721",9.23209952230499e-05,0.452986522752398
"BCLAF1","ENSG00000029363",9.23209952230499e-05,-0.382913402349831
"RPS6KB1","ENSG00000108443",0.000104675919769793,-0.398353379477163
"LACTB","ENSG00000103642",0.000105025702135856,-0.350404747646263
"OS9","ENSG00000135506",0.000108511110240808,0.63436861036187
"JUN","ENSG00000177606",0.000116613278351819,-0.705343854778403
"NCOR2","ENSG00000196498",0.000118973124693886,-0.559215025135596
"SCAMP1","ENSG00000085365",0.000120622926894909,-0.475799397223451
"ATP6V0C","ENSG00000185883",0.000130422413471974,-0.524041808599318
"RPS25","ENSG00000118181",0.000147569523242976,-0.347150642470016
"ABAT","ENSG00000183044",0.000151192803175204,0.670189663037498
"SLC25A43","ENSG00000077713",0.000152015701750224,-0.694466329013844
"DDA1","ENSG00000130311",0.000181231716928361,-0.458288844375526
"TAF15","ENSG00000270647",0.000184149387082137,-0.494936515258764
"HSPE1","ENSG00000115541",0.000184149387082137,-0.423344914476341
"CDV3","ENSG00000091527",0.000190576941104164,-0.380903255068372
"SPINT1","ENSG00000166145",0.000211284035673335,0.325174901816371
"PDCD10","ENSG00000114209",0.000211284035673335,-0.368047940014015
"NPIPB4","ENSG00000185864",0.000224192919217613,-0.422214511903607
"CETN2","ENSG00000147400",0.000229139288789852,0.452680151668635
"CSDE1","ENSG00000009307",0.000232897618629564,-0.303949228261401
"RAB11FIP3","ENSG00000090565",0.000240272187511406,0.733241843130134
"GTF3A","ENSG00000122034",0.000243664030604563,-0.501746468945063
"NEDD8","ENSG00000129559",0.000248026997094511,0.335601798550981
"SUPT4H1","ENSG00000213246",0.000280604224344043,0.401259791385868
"SMAP1","ENSG00000112305",0.000290772522981115,-0.534979504097623
"PRELID3B","ENSG00000101166",0.000311910898701099,-0.248970307181198
"YWHAZ","ENSG00000164924",0.000311910898701099,-0.25607988382234
"PPA1","ENSG00000180817",0.000315700067931175,-0.514574012757417
"ROGDI","ENSG00000067836",0.000365981592325173,-0.893623364023943
"WAC","ENSG00000095787",0.000398237712554464,-0.45956149648539
"TCEAL6","ENSG00000204071",0.00041491892575847,-0.548427320992125
"VDAC1","ENSG00000213585",0.000416863608150747,-0.343944434043789
"SLC25A3","ENSG00000075415",0.000425214916512727,-0.366105592733379
"MALRD1","ENSG00000204740",0.000443976419525187,0.609885838329014
"RPS11","ENSG00000142534",0.000466910178349925,-0.482174675820584
"POTEG","ENSG00000187537",0.000473206478001598,0.387462251864843
"ERBB4","ENSG00000178568",0.000499737554091845,0.5919201049121
"SNX17","ENSG00000115234",0.000505876395985013,0.579486630175969
"TNKS2","ENSG00000107854",0.000538508183818802,0.441325894129076
"U2AF1","ENSG00000160201",0.000543173206146748,0.317843294614894
"PPP1R11","ENSG00000204619",0.000583341754936456,-0.871790478897537
"SELENOH","ENSG00000211450",0.000612612312282133,0.58117301141352
"TOMM20","ENSG00000173726",0.000645845411600188,-0.71819942789972
"IDH3G","ENSG00000067829",0.000678627908123477,0.328802402302949
"SRSF9","ENSG00000111786",0.00067989412210982,-0.417469041701148
"IMPDH2","ENSG00000178035",0.000685148714700978,0.449305220464527
"TST","ENSG00000128311",0.000685148714700978,0.494156100577724
"RRP7A","ENSG00000189306",0.000730089647100657,-0.36228520295742
"ZNF721","ENSG00000182903",0.000746393961892132,-0.679827442910557
"SENP5","ENSG00000119231",0.000783977142458783,0.543296153093138
"NEK6","ENSG00000119408",0.000784600223702982,0.379989606062119
"ELAPOR1","ENSG00000116299",0.000810082839216466,-0.612844757103153
"RPL8","ENSG00000161016",0.000810082839216466,-0.373585058347942
"MATR3","ENSG00000280987",0.000817678987965576,-0.368350467992652
"ALKBH5","ENSG00000091542",0.000818478469176258,0.724449212967532
"NOMO3","ENSG00000103226",0.000825007116235253,-0.446773612107508
"TOP2B","ENSG00000077097",0.000880165617569764,0.353402697662867
"SRGAP2","ENSG00000266028",0.000903690001629206,-0.54727385676944
"FASTKD2","ENSG00000118246",0.000906538292667233,0.529817986049627
"RPL28","ENSG00000108107",0.000906538292667233,-0.314120766369223
"PTRH2","ENSG00000141378",0.000919400196635119,-0.274851619088889
"ATG3","ENSG00000144848",0.000931180764877046,-0.50533902359784
"CD46","ENSG00000117335",0.000990508640190812,-0.396885730370559
"ZNF141","ENSG00000131127",0.000990763558043711,-0.376966733183126
"CAPRIN1","ENSG00000135387",0.000991060067616985,-0.447042602709706
"MPLKIP","ENSG00000168303",0.000992276673942477,-0.785214529327891
"OGDH","ENSG00000105953",0.00100448990475668,0.320647054116641
"FAM32A","ENSG00000105058",0.00102090737166163,-0.307957961715452
"ATP6V1C1","ENSG00000155097",0.00103957164068736,-0.346236433728544
"MRPS34","ENSG00000074071",0.00104511301212679,-0.269681687736246
"ENSG00000271880","ENSG00000271880",0.00105291129562308,0.631428688106067
"TSPAN31","ENSG00000135452",0.00105291129562308,-0.383745433782076
