"gene","stat"
"ENSG00000275221",1.33471303861352
"ENSG00000185745",1.26383116979265
"ENSG00000135114",1.17748327289319
"ENSG00000092969",1.16385102495474
"ENSG00000213185",1.12945685208288
"ENSG00000090006",1.10724758046592
"ENSG00000143847",1.07107565763616
"ENSG00000167695",1.05431711950212
"ENSG00000177721",1.05163673194099
"ENSG00000064490",1.04118090080735
"ENSG00000007264",1.03579809725767
"ENSG00000135966",1.02192297427845
"ENSG00000152977",1.00503501891401
"ENSG00000188342",1.00046968117854
"ENSG00000110328",0.99546849184935
"ENSG00000167004",0.990374865947936
"ENSG00000215271",0.977907690611053
"ENSG00000204498",0.974670305654508
"ENSG00000143776",0.972024199346001
"ENSG00000135124",0.968472398669465
"ENSG00000187068",0.968141296144528
"ENSG00000166323",0.96754340617449
"ENSG00000196743",0.965639944829061
"ENSG00000161204",0.958301546278945
"ENSG00000153130",0.958044355376121
"ENSG00000117682",0.956397697596207
"ENSG00000167716",0.946408646836732
"ENSG00000091164",0.941414067651785
"ENSG00000278272",0.94012765549199
"ENSG00000165138",0.935617397979762
"ENSG00000243708",0.935282619348495
"ENSG00000182774",0.932644168285935
"ENSG00000138496",0.928707100411294
"ENSG00000136522",0.923592112346771
"ENSG00000204116",0.912439387377919
"ENSG00000136010",0.907565979770247
"ENSG00000076242",0.904829482512733
"ENSG00000099203",0.903164776344494
"ENSG00000256977",0.898780870651694
"ENSG00000101331",0.893051244244517
"ENSG00000278318",0.890708877649974
"ENSG00000117013",0.888913574747729
"ENSG00000091542",0.880446318750913
"ENSG00000051108",0.867785504355871
"ENSG00000204438",0.865785918424543
"ENSG00000183840",0.862539610702316
"ENSG00000122140",0.858864014522953
"ENSG00000168496",0.857460174237288
"ENSG00000186352",0.85713216570671
"ENSG00000123395",0.856241149823689
"ENSG00000128908",0.855906481853308
"ENSG00000188242",0.854524957768324
"ENSG00000205413",0.853496741532008
"ENSG00000139865",0.851264760267245
"ENSG00000174206",0.849739367002434
"ENSG00000170113",0.8462638372277
"ENSG00000119917",0.841958168472486
"ENSG00000157800",0.840348913657201
"ENSG00000052795",0.838224915000353
"ENSG00000138767",0.838118176836375
"ENSG00000044574",0.837440982691314
"ENSG00000167693",0.837370596045478
"ENSG00000144935",0.836578272391733
"ENSG00000175197",0.836539385361981
"ENSG00000102221",0.832270604332802
"ENSG00000105523",0.827650571449912
"ENSG00000186088",0.824560172651966
"ENSG00000087085",0.823820503385837
"ENSG00000171863",0.823705260145051
"ENSG00000122884",0.821072608864914
"ENSG00000090565",0.814451006745907
"ENSG00000134955",0.814035930232301
"ENSG00000196396",0.811960766502299
