"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"TFF1","ENSG00000160182",6.79185694153673e-29,1.68857457994305,7.56752862566766e-33,4023.62473718672
"GREB1","ENSG00000196208",3.57847521440266e-28,2.33697127128966,7.97431802652404e-32,828.352402839088
"ARHGAP11A","ENSG00000198826",8.63176708078005e-16,1.50901376301757,2.88527033340837e-19,144.446431643251
"CDK1","ENSG00000170312",7.96161435973161e-15,1.57083549017065,3.5483518037801e-18,131.286084584601
"PRR11","ENSG00000068489",8.5036174331084e-15,1.48664781441683,5.68486959316439e-18,271.122066744024
"SFXN2","ENSG00000156398",8.5036174331084e-15,2.37198401301983,4.77267015146366e-18,57.5726959454654
"AGR2","ENSG00000106541",3.90244737247504e-13,1.08794885567746,3.04369154399168e-16,588.35673583427
"CENPI","ENSG00000102384",5.75181497827848e-12,1.55038920618734,5.12696599735129e-15,84.2560725684923
"CELSR2","ENSG00000143126",3.95634381613052e-11,1.06143658207925,3.96736427244286e-14,372.220691509366
"RET","ENSG00000165731",1.09158015230507e-10,1.75153607116876,1.21624529504743e-13,58.5754924326033
"NUSAP1","ENSG00000137804",4.91729793173924e-09,1.59136796735582,6.02677183834336e-12,77.6520775906425
"KRT81","ENSG00000205426",6.94501809065895e-09,-0.941504181765266,9.28581805993397e-12,528.66922497018
"H4C1","ENSG00000278637",7.88489038119195e-09,1.29774087046908,1.14210111371026e-11,118.217646426969
"KIF2C","ENSG00000142945",2.46014386464028e-08,1.94296596918796,4.11166105510911e-11,48.372464250549
"TPD52L1","ENSG00000111907",2.46014386464028e-08,0.84812746398573,3.88597484377918e-11,1111.13400407888
"HMMR","ENSG00000072571",2.5499272620872e-08,1.18757933157093,4.54583133074041e-11,152.222416187867
"CALCR","ENSG00000004948",2.56170986346405e-08,1.38061626872259,4.85226380823274e-11,175.370175988239
"PSCA","ENSG00000167653",5.11155351180529e-08,-1.22428186319718,1.02515836448463e-10,148.872584004909
"MYB","ENSG00000118513",7.11328977451589e-08,1.04471870393647,1.50587750101172e-10,140.333934385534
"CLIP4","ENSG00000115295",9.29469961360891e-08,-1.2511054459755,2.07124225372901e-10,97.5165756981351
"PGR","ENSG00000082175",9.65384082640442e-08,1.63605984176475,2.2588374078495e-10,48.3295002692719
"TBC1D9","ENSG00000109436",1.03181567519855e-07,-0.941412949713345,2.52924176650341e-10,1770.86685116132
"BCAS1","ENSG00000064787",1.3503924076992e-07,-1.31027011918943,3.61107719050484e-10,68.8616077480486
"HMGB2","ENSG00000164104",1.3503924076992e-07,1.05803743305087,3.52204298155735e-10,141.332177271005
"KIF14","ENSG00000118193",1.98569657219606e-07,1.58930397471262,5.53118822338735e-10,56.7392082728065
"RPS4X","ENSG00000198034",2.640387988284e-07,0.85167146580429,7.64903484071131e-10,477.818971302407
"TOP2A","ENSG00000131747",2.89484702437365e-07,1.91874177664837,8.7087319953302e-10,34.3797536222978
"FAM107B","ENSG00000065809",2.90855763519344e-07,-1.04261734097689,9.07405167525529e-10,281.794429013176
"POGLUT3","ENSG00000178202",3.50803423188792e-07,-1.49393813208412,1.13351523927298e-09,123.645962235812
"DEPDC1","ENSG00000024526",3.61074488398969e-07,1.74607491575476,1.24716536382931e-09,37.7614448511215
"LACTB","ENSG00000103642",3.61074488398969e-07,-0.819216730380351,1.22245299248648e-09,482.877558099758
"SDK2","ENSG00000069188",4.59455494692279e-07,2.09683286706553,1.63817000893069e-09,28.8827825527243
