"gene","ensembl_id","stat","log2FoldChange"
"GREB1","ENSG00000196208",2.50448740085982e-98,2.96520529990972
"NPY1R","ENSG00000164128",4.11766825941613e-47,1.25144495322904
"PRR11","ENSG00000068489",1.60068352365023e-45,1.71133486933768
"KRT81","ENSG00000205426",2.47004414155938e-30,-1.41260305889749
"TPD52L1","ENSG00000111907",3.79083068139939e-30,1.20513951915695
"CELSR2","ENSG00000143126",3.05559507837924e-28,1.36139396747642
"TST","ENSG00000128311",6.03924601228555e-26,1.4636619369124
"CALCR","ENSG00000004948",7.60834192150739e-26,1.52119581454402
"CDK1","ENSG00000170312",1.71554627480011e-25,1.86635910598928
"SFXN2","ENSG00000156398",4.96511755292095e-25,2.71590076053147
"ARHGAP11A","ENSG00000198826",1.20284648645316e-24,1.65104657769745
"TMED8","ENSG00000100580",2.76821742930861e-24,1.63133128987133
"FAM107B","ENSG00000065809",1.26217503101376e-23,-1.44333837684244
"NRIP1","ENSG00000180530",2.98390512833088e-23,1.00855328885394
"TFF1","ENSG00000160182",3.16929056576634e-23,2.19711865182247
"TUBA1B","ENSG00000123416",1.05553769448599e-21,1.28586065577404
"PSCA","ENSG00000167653",8.67799136131954e-21,-1.7491722322698
"HMMR","ENSG00000072571",1.3218271091605e-20,1.44267863732549
"PPM1K","ENSG00000163644",2.61330906470324e-20,1.11209359785366
"CLIP4","ENSG00000115295",3.14219199880796e-20,-1.89300758475693
"MYB","ENSG00000118513",4.04414207478827e-20,1.37724901022795
"AREG","ENSG00000109321",9.57223195614626e-20,1.88328818015842
"HMGB2","ENSG00000164104",9.75718864240832e-20,1.34986541675692
"PGR","ENSG00000082175",1.18508728818208e-19,2.18883037679055
"H4C1","ENSG00000278637",8.1020769434046e-19,1.71179143320905
"XBP1","ENSG00000100219",1.90562890453863e-18,1.30874010685314
"CENPI","ENSG00000102384",3.97317167040247e-18,1.6941776551325
"TPBG","ENSG00000146242",6.91456539559983e-18,0.708404092542396
"KRT15","ENSG00000171346",7.62997661160287e-18,1.5083829362435
"ABHD2","ENSG00000140526",1.03557838985492e-17,1.12595119424734
"CENPK","ENSG00000123219",1.18299188424611e-17,1.44399375769452
"PRC1","ENSG00000198901",2.33426884370665e-17,1.74808751670969
"RAPGEFL1","ENSG00000108352",2.95803234356847e-17,1.61489685269908
"YPEL3","ENSG00000090238",3.7921057069938e-17,-0.895983970697097
"MKI67","ENSG00000148773",5.01044659987608e-17,1.62626395797399
"ASCL1","ENSG00000139352",7.40121097880796e-17,1.4382123078154
"SDK2","ENSG00000069188",7.67744425862685e-17,2.81938820665392
"TBC1D9","ENSG00000109436",8.19160451489504e-17,-0.849740441527655
"KIF23","ENSG00000137807",3.24044967436009e-16,1.36535296569718
"H3C7","ENSG00000277775",3.75705740569354e-16,2.07241097419949
"PDZK1","ENSG00000174827",5.32477244894878e-16,2.78837700116319
"RET","ENSG00000165731",5.85079700116519e-16,1.90293892033069
"TMEM164","ENSG00000157600",5.85079700116519e-16,2.34499891780989
"ARL3","ENSG00000138175",7.2194578848179e-16,0.915552208986015
"KIF14","ENSG00000118193",9.52055563253142e-16,1.91078992459972
"CCNB1","ENSG00000134057",9.83299298022271e-16,1.45453179806352
"MYBL1","ENSG00000185697",1.27973637909425e-15,1.83991104959675
"NUSAP1","ENSG00000137804",1.53986526762396e-15,1.68864874327701
"AGR2","ENSG00000106541",4.75862976484677e-15,0.920559535023262
"GRHL3","ENSG00000158055",5.78940456091674e-15,-1.41342446997118
"KIF11","ENSG00000138160",7.20601471176523e-15,1.53073794721179
"DSCC1","ENSG00000136982",9.14041811678868e-15,1.46714231061406
"LMBR1","ENSG00000105983",2.06720324055854e-14,1.3336931103876
"RELL1","ENSG00000181826",2.35850937886219e-14,-0.923845581538303
"CA12","ENSG00000074410",3.37825161085267e-14,0.83178887765786
"H1-5","ENSG00000184357",4.70934251620158e-14,1.73674459059832
"KYNU","ENSG00000115919",6.18835737469856e-14,-0.727321107919043
"CLMN","ENSG00000165959",6.29890422146432e-14,-1.3092630112222
"GPSM2","ENSG00000121957",8.37831677515591e-14,0.993844231361778
"CEP55","ENSG00000138180",1.37626669408658e-13,1.88412004805897
"TYMS","ENSG00000176890",1.37626669408658e-13,0.983552401271708
"RRM2","ENSG00000171848",1.65429704782973e-13,1.87296420962452
"ZNF703","ENSG00000183779",4.34245172556382e-13,1.05237503133556
"OTUD1","ENSG00000165312",6.05074770429406e-13,-0.946148059456184
"SLC12A2","ENSG00000064651",7.28823460182118e-13,-0.671753370033566
"SLC7A5","ENSG00000103257",8.12764851174054e-13,0.757809451271894
"LACTB","ENSG00000103642",8.85162151326521e-13,-0.732234065239154
"DLGAP5","ENSG00000126787",1.67075082774104e-12,1.70501712339817
"CENPN","ENSG00000166451",1.72076791752466e-12,1.10151537980217
"ELOVL7","ENSG00000164181",1.78000675921988e-12,-0.734032620041874
"H2AC14","ENSG00000276368",2.2054881065115e-12,1.30960303870737
"KRT80","ENSG00000167767",2.43450671409049e-12,-0.724139124952815
"KIF2C","ENSG00000142945",2.61943355193533e-12,1.99226628591539
"NPNT","ENSG00000168743",3.24711166032837e-12,-0.883920804278562
"ST8SIA4","ENSG00000113532",5.30377606487485e-12,-1.12867678771336
"POGLUT3","ENSG00000178202",1.28491168975337e-11,-1.48637749023038
"ANLN","ENSG00000011426",1.43564286834983e-11,1.47251200793381
