"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"LCN2","ENSG00000148346",0,4.78343667155986,0,3928.53722287799
"SLC7A5","ENSG00000103257",9.41940046294085e-126,2.1787777833661,2.09413082768805e-129,2046.75231640636
"WSB1","ENSG00000109046",2.93347760311568e-107,2.23448515561114,9.78260650216434e-111,688.987902585735
"KITLG","ENSG00000049130",2.14210223758722e-83,-2.2137812130265,9.5246875837582e-87,420.549851281426
"SLC12A2","ENSG00000064651",2.89046482649577e-75,-1.7837636021619,1.92783336582643e-78,975.614436638691
"DCDC2","ENSG00000146038",2.89046482649577e-75,-1.96853257518502,1.75637556288107e-78,422.43931748579
"TBC1D9","ENSG00000109436",1.01951822131465e-73,-1.80016278279921,7.93311199333323e-77,1340.81218898319
"FTH1","ENSG00000167996",1.48075531038478e-73,1.61782416821549,1.31681219242755e-76,17078.4673695118
"G6PD","ENSG00000160211",1.10509511201396e-72,1.36437769388425,1.10558648378453e-75,2764.4234356545
"NPY1R","ENSG00000164128",4.10778550616027e-63,-1.80817566205643,4.56623555598073e-66,399.464651868517
"ESR1","ENSG00000091831",7.06601246252343e-58,-2.00061873109527,8.6400774886347e-61,779.36206601299
"GDF15","ENSG00000130513",1.20864559148576e-51,1.33223406788095,1.61224400820689e-54,4457.19591432397
"KRT81","ENSG00000205426",2.54226500682128e-48,1.54139473353456,3.6737933624585e-51,1217.98791613563
"AKR1C2","ENSG00000151632",3.1078273202929e-47,1.93322233011094,4.83654763051363e-50,219.905369710132
"S100P","ENSG00000163993",1.39053704342093e-45,1.46666758067052,2.31859222446798e-48,3147.28713870563
"EVL","ENSG00000196405",2.46141784259051e-45,-1.42759419195069,4.65141210805231e-48,1187.45365585319
"PABPC1L","ENSG00000101104",2.46141784259051e-45,1.68311455850564,4.40254485059177e-48,390.36909039855
"RBL2","ENSG00000103479",3.30161022746445e-45,-1.66036196838914,6.60615652449534e-48,295.023163772179
"ERRFI1","ENSG00000116285",4.93823405862136e-43,1.41358891390583,1.04297962554253e-45,615.326027768725
"FAM83B","ENSG00000168143",4.94544450521012e-43,-1.57647316510315,1.09947632396846e-45,475.179195843356
"TCEA1","ENSG00000187735",2.82744623670182e-42,1.18069436908365,6.60030802253649e-45,1182.11573923699
"CLIC3","ENSG00000169583",1.11039094511967e-41,-1.61810029585482,2.71549586400986e-44,452.107810221301
"DKK1","ENSG00000107984",5.60817721573373e-39,-2.01561962302925,1.43383810540102e-41,259.187684076349
"GTPBP2","ENSG00000172432",3.89385295878183e-37,1.62064178653719,1.03882248789199e-39,335.90478678574
"IDI1","ENSG00000067064",7.66879179755126e-37,-1.10483084645448,2.13116712915497e-39,1679.45288318418
"FREM2","ENSG00000150893",1.03883004315552e-35,-2.41500457286397,3.00239896865758e-38,104.958630475166
"MALRD1","ENSG00000204740",1.38513855618986e-35,-3.29236014013823,4.15726334116565e-38,77.0506273456498
"C1orf21","ENSG00000116667",3.2787498133223e-35,-1.27905776953144,1.02050905705896e-37,484.393542825895
"VEGFA","ENSG00000112715",8.63855624510523e-34,1.43173965202307,2.78477246674135e-36,583.067157796324
"YPEL3","ENSG00000090238",1.34812003913132e-33,-1.19422950075049,4.49573156668959e-36,624.388068185569
"SLC3A2","ENSG00000168003",2.48697361824761e-33,0.937082749100721,8.5700513745749e-36,1702.92982673318
"PSCA","ENSG00000167653",3.79600255795795e-33,-2.653447033491,1.3502899272416e-35,108.122933996315
"SLC25A30","ENSG00000174032",1.70367467581526e-32,-1.944362849657,6.24958473787277e-35,147.398210398151
"PPP1R3C","ENSG00000119938",3.05714028319488e-32,-2.78609685422405,1.1554331884018e-34,70.8892854617039
"NCAM2","ENSG00000154654",8.40209725059051e-32,-2.56013813325635,3.26893512417372e-34,78.1979379888691
"RBCK1","ENSG00000125826",1.13979734686553e-31,1.34761756729471,4.56121659483762e-34,317.089023324352
"INTS13","ENSG00000064102",1.78328837632947e-31,-1.26095656045852,7.334556461115e-34,309.908855848921
"TFF1","ENSG00000160182",2.43391580251166e-31,1.24920012713001,1.02811027673903e-33,2877.96921093596
"EID1","ENSG00000255302",3.0277737854403e-31,-1.19152140238832,1.31261869310996e-33,466.691381356042
"GREB1","ENSG00000196208",8.15577373885689e-31,1.77821433704037,3.62640006174161e-33,542.274122096112
"PLS1","ENSG00000120756",1.16498344399553e-30,-1.09859186183201,5.3095065811268e-33,474.893594504013
"SGCG","ENSG00000102683",3.91699217968128e-30,-1.64635982562631,1.82874245827717e-32,188.165838687833
"ST8SIA4","ENSG00000113532",1.31218288771938e-29,-1.95639631563738,6.27210584392321e-32,177.922833129725
"FGD3","ENSG00000127084",2.83304945429983e-29,-1.946779917176,1.3856622497687e-31,118.391189151151
"IFRD1","ENSG00000006652",6.68516354666077e-29,1.1729316651386,3.34406802578629e-31,639.864529539565
"SALL4","ENSG00000101115",7.8739451442835e-29,-2.07690652482637,4.02625029609872e-31,142.32423436403
