"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"DDIT3","ENSG00000175197",1.030529242284e-09,0.79947747352628,1.99714969434884e-13,705.170489684126
"HSPA5","ENSG00000044574",4.42499816466582e-07,0.829109931197277,1.71511556769993e-10,572.331546472577
"NPY1R","ENSG00000164128",2.03665045211498e-06,-0.589366635222473,1.18409910006685e-09,572.709981994876
"PDIA6","ENSG00000143870",2.19026240482854e-06,0.49023079941842,1.69787783320042e-09,921.883327887923
"ATG101","ENSG00000123395",3.66124968076788e-06,0.805379097604716,3.5477225588836e-09,185.388079351586
"LMAN2","ENSG00000169223",6.42611364942963e-06,0.534049943394828,7.47222517375539e-09,653.765400607558
"HSP90AB1","ENSG00000096384",1.30090206539896e-05,0.469896592875968,1.76478962360323e-08,1151.15981552371
"PPIAL4A","ENSG00000263353",2.7069233724718e-05,-0.629760394882593,4.1967804224369e-08,1345.99799690226
"ATF7IP","ENSG00000171681",3.05369104827622e-05,-0.758554424408105,5.32620531676085e-08,147.170297018606
"VEGFA","ENSG00000112715",3.09399534953362e-05,0.680170783951289,5.99611501847601e-08,453.591316066911
"KRT80","ENSG00000167767",5.38422968637975e-05,0.497551556961498,1.25214643869297e-07,5122.43922903905
"SPTSSB","ENSG00000196542",5.38422968637975e-05,-0.392447105358369,1.15120480432438e-07,3658.38143219334
"INTS3","ENSG00000143624",8.83361157462789e-05,-0.444587258734754,2.22552229593338e-07,670.741153030311
"OS9","ENSG00000135506",9.84985469790977e-05,0.673286890711965,3.1461252237302e-07,156.171458600144
"RPS4X","ENSG00000198034",9.84985469790977e-05,0.557432681862886,3.03447360620988e-07,416.905233776608
"EID1","ENSG00000255302",9.84985469790977e-05,-0.449782059477678,2.94948765598658e-07,622.268145350724
"TXNIP","ENSG00000265972",9.84985469790977e-05,0.52797026407362,3.24510716791601e-07,418.760219100096
"RPL12","ENSG00000197958",0.000145226945699349,0.756017458333606,5.0781383343988e-07,233.868493344285
"TMED2","ENSG00000086598",0.000145226945699349,0.426833504704833,5.34750381451092e-07,1031.85209838209
"CEBPB","ENSG00000172216",0.000169932381421147,0.592537297698942,6.58652641167236e-07,373.95630225834
"PRSS8","ENSG00000052344",0.000268058756340151,0.406681016857703,1.09093679905875e-06,1148.75678052826
"ISCU","ENSG00000136003",0.000278148111642446,0.545384632410931,1.2218545423708e-06,285.960671478005
"BNIP3","ENSG00000176171",0.000278148111642446,0.545791126602457,1.23980747437524e-06,481.751795692816
"NDRG1","ENSG00000104419",0.000380634645952981,0.669233388561645,1.84416010636134e-06,199.328956812155
"FAM107B","ENSG00000065809",0.000380634645952981,-0.525398105979678,1.77711832017216e-06,318.791158235111
"SPAG9","ENSG00000008294",0.000451301465135822,0.508482181261762,2.27399963052934e-06,397.764546281375
"RPN1","ENSG00000163902",0.000464924964351104,0.457056004896314,2.46248670143169e-06,1526.98359336215
"GTPBP2","ENSG00000172432",0.000464924964351104,0.642987047778575,2.52284864376568e-06,233.377836958155
"ABHD17C","ENSG00000136379",0.000534911602922476,-0.628250970129117,3.00628614045578e-06,241.406223189581
"UBL5","ENSG00000198258",0.000545777071355076,0.442755561336335,3.17312250787835e-06,512.224622662902
"TES","ENSG00000135269",0.000552203352715867,0.825187552468052,3.31750076244029e-06,77.9905125062732
"ACTB","ENSG00000075624",0.000634675858654592,-0.541940739533561,4.05897351465146e-06,720.579105554807
"NULL","",0.000634675858654592,-0.466629546833489,3.9585394347824e-06,4609.53750433498
"LAMP1","ENSG00000185896",0.000673211238447061,0.402779627461396,4.43588800527133e-06,874.882971494484
"RPL9","ENSG00000163682",0.000740566005153508,0.495758309302809,5.02321902720402e-06,812.736986079604
"HK2","ENSG00000159399",0.000761989204608658,0.504116617007458,5.31620375308366e-06,711.75715441734
"PRPF38B","ENSG00000134186",0.00111140044725229,-0.447990102490903,7.96934429231293e-06,563.415801714058
"FAM32A","ENSG00000105058",0.00114391922058899,-0.396770735599767,8.42421131441506e-06,578.729580557168
"TSPAN6","ENSG00000000003",0.00116950752682294,-0.539253934190631,8.83930107482457e-06,233.738968680577
"BRD2","ENSG00000204256",0.00119692299826871,-0.58943685900857,9.27847285479619e-06,321.746643416681
"CETN2","ENSG00000147400",0.00120257673865182,0.471963626702449,9.55535780711718e-06,325.488714294414
"RHOBTB3","ENSG00000164292",0.0014989403003567,-0.402168110053688,1.22006768633685e-05,618.881473982207
"MED21","ENSG00000152944",0.001656675891301,-0.581637046258813,1.44477548659971e-05,149.868260819089
"INPPL1","ENSG00000165458",0.001656675891301,-0.361509471694075,1.4156427499265e-05,891.971804533934
"DCDC2","ENSG00000146038",0.001656675891301,-0.384775843525282,1.40874471107426e-05,657.569318028424
"CHKA","ENSG00000110721",0.00175910147792369,0.483063258008694,1.56819124000949e-05,278.908799287989
"LLGL2","ENSG00000073350",0.00189108287544155,0.374504077797735,1.75471877294752e-05,838.17213329718
"HMGCS1","ENSG00000112972",0.00189108287544155,0.564348920990551,1.75914686087586e-05,619.871081174418
"S100P","ENSG00000163993",0.00206518794022649,0.40827740997105,1.96112808277321e-05,2153.51662614747
"RRP7A","ENSG00000189306",0.00211159461831825,-0.442329174358408,2.04611881619986e-05,965.130128690661
"RPS15","ENSG00000115268",0.00232747458005437,0.411675638532033,2.38731925013617e-05,680.89066067004
"UBAP2L","ENSG00000143569",0.00232747458005437,-0.47945195319779,2.39062311517212e-05,396.074459392864
"MED12","ENSG00000184634",0.00232747458005437,-0.466323360884676,2.36760174557348e-05,295.174900017401
"ZNF638","ENSG00000075292",0.00238915666518278,-0.389859014583536,2.6391846882833e-05,647.840222219558
"SUPT4H1","ENSG00000213246",0.00238915666518278,0.425899459322467,2.59412615147596e-05,397.836614956224
"DENR","ENSG00000139726",0.00238915666518278,-0.366441710431079,2.5828581205932e-05,733.012475804418
"HNRNPH1","ENSG00000169045",0.00238915666518278,-0.306468222079439,2.53134725982526e-05,2754.39493160302
"RAB11FIP3","ENSG00000090565",0.00245171405603891,0.754042967212396,2.75580262112901e-05,92.2025682667882
"U2AF1","ENSG00000160201",0.00272403621212354,0.34223245714979,3.11469256812576e-05,752.211379348406
"CCDC167","ENSG00000198937",0.00305589119783641,0.56122508713639,3.55336185794931e-05,157.868297490596
"P4HA2","ENSG00000072682",0.00305665574086488,0.559853682685109,3.61348837582864e-05,184.90928450037
"BCAP29","ENSG00000075790",0.00308078925617091,-0.454177914902835,3.70172352485652e-05,251.712952759944
"TLCD2","ENSG00000185561",0.00309608808304854,0.725544068808306,3.78010754325693e-05,112.317606065948
"AARS1","ENSG00000090861",0.00317997400293368,0.45304520320215,4.12402334892865e-05,278.607292301928
"LACTB","ENSG00000103642",0.00317997400293368,-0.372779604315547,4.12903601156117e-05,540.926441971916
"SRSF1","ENSG00000136450",0.00317997400293368,-0.324945779209751,4.08680157532186e-05,847.196666566744
"NACA","ENSG00000196531",0.00317997400293368,-0.781147118600692,3.98887711782369e-05,156.715419660855
"ANP32A","ENSG00000140350",0.003206609801162,-0.515812340627048,4.2257648542445e-05,218.024251390113
"RPL21","ENSG00000122026",0.00352715104009804,0.567363898513699,4.82398488750289e-05,331.02961992188
"IRF1","ENSG00000125347",0.00352715104009804,0.539139405356918,4.85325046215041e-05,186.118087864459
"PPP2R1B","ENSG00000137713",0.00352715104009804,-0.538351383314146,4.72635416448451e-05,157.270438010311
"TMEM59","ENSG00000116209",0.00364192738230003,-0.366008304140877,5.08175913809307e-05,850.637764799101
"NOC2L","ENSG00000188976",0.00378185467872674,0.469184737526023,5.35029828579559e-05,229.026065853328
"SNHG8","ENSG00000269893",0.00379028616805799,0.432354653542121,5.43568171388161e-05,549.31025632942
"CAB39L","ENSG00000102547",0.00385764167247636,-0.614005508617406,5.60703731464588e-05,127.887036029745
"TNFRSF12A","ENSG00000006327",0.00411795486273431,0.403002072478409,6.06520483658541e-05,524.599007146912
"TNIP1","ENSG00000145901",0.00423378194755776,0.601857766175324,6.39159583576277e-05,127.754390657429
"TMEM87B","ENSG00000153214",0.00423378194755776,0.378617425387286,6.42579625035449e-05,518.687749696468
"COQ10A","ENSG00000135469",0.00423378194755776,-0.769252540049736,6.48195298172602e-05,70.2563132222789
"SCAMP1","ENSG00000085365",0.00479084078939823,-0.550707706783842,7.42766013860191e-05,397.98318706834
"TAPBP","ENSG00000231925",0.00494653525706391,0.365772032680889,7.76490999655381e-05,670.206615901199
"IARS1","ENSG00000196305",0.00522930467943377,0.397336998670636,8.31013534328622e-05,599.685157257581
"PLEKHF2","ENSG00000175895",0.00569430430137706,-0.355633541124357,9.38015243443896e-05,712.807976439206
"NOL10","ENSG00000115761",0.00569430430137706,-0.499804306335249,9.33645812263304e-05,208.715626003159
"MTHFD2","ENSG00000065911",0.00569430430137706,0.410666944946694,9.34140669253684e-05,964.06142969519
"DCXR","ENSG00000169738",0.00575037313336835,-0.47416798937259,9.58395522228058e-05,205.541967969869
"ALKBH5","ENSG00000091542",0.00589688197594676,0.723129191278041,9.94241728502651e-05,74.5344238497635
"EEF1E1","ENSG00000124802",0.00607961588017412,-0.380622570886025,0.000103683371599869,1046.27741956529
"CTTN","ENSG00000085733",0.0064109354910747,0.681972365757215,0.000111818642286187,78.9151380131881
"PPP1R3C","ENSG00000119938",0.0064109354910747,-0.574447236252412,0.000110961592046142,114.467740732203
"ATOSA","ENSG00000047346",0.00643262176684533,-0.354013033438769,0.000114690155532901,997.870180840668
"AVL9","ENSG00000105778",0.00643262176684533,0.408548428093264,0.000114475806821674,426.690359994233
"PPP1R15A","ENSG00000087074",0.00654166689961298,0.510692849512671,0.000117902135981397,238.213083042249
"LDHA","ENSG00000134333",0.00664796218525826,0.595250509074366,0.000121106287870984,249.420752369565
"HSPH1","ENSG00000120694",0.00688686690072378,-0.3309382218365,0.000126793092164488,674.536755125767
"MDH2","ENSG00000146701",0.0072115532836552,0.407210439918213,0.000135566021029952,321.855840860638
"ZNF808","ENSG00000198482",0.0072115532836552,-0.536186887479418,0.000134393377078069,135.543952929627
"ATP2A3","ENSG00000074370",0.00817901138506104,-0.514720527017639,0.000155337813127128,232.863445335569
"GFM1","ENSG00000168827",0.0082078662507863,-0.517898462414368,0.000157476503648807,170.146415075692
"RBBP4","ENSG00000162521",0.00863220772921428,-0.434604079667453,0.000167290847465393,438.224675435111
"CBS","ENSG00000160200",0.00908965296752727,0.437344171009423,0.000177917625914778,278.845384157205
"CA5B","ENSG00000169239",0.00961766573179828,-0.524806556337706,0.00019011664818671,142.377783378793
"NPIPB3","ENSG00000169246",0.00967441968061532,0.497863822412412,0.000193113416105306,1636.64049383995
"TBCA","ENSG00000171530",0.0100089320186955,0.457568560016591,0.000204322134112167,323.802746235206
"LCMT1","ENSG00000205629",0.0100089320186955,0.327606154869462,0.000205020805156323,733.462059544601
"MCFD2","ENSG00000180398",0.0100089320186955,0.421507177537878,0.000205609843794907,298.067399025706
"INSIG1","ENSG00000186480",0.01027786466123,0.431698032135297,0.0002171099317973,917.22324405113
"ENSG00000173209","ENSG00000173209",0.01027786466123,-0.454340314163761,0.000213786403115792,199.806625047596
"HSPB1","ENSG00000106211",0.01027786466123,-0.25829119545458,0.000215800136651166,7203.85301394294
"ARID2","ENSG00000189079",0.010441555952749,-0.412775041483171,0.00022259130907023,353.152874786557
"SMAD3","ENSG00000166949",0.0107336248124645,0.392852068047707,0.00023089774305883,411.884905700316
"RNF24","ENSG00000101236",0.0124890054368606,-0.754514099857712,0.00027107918777682,66.6569386846443
"ATP5F1D","ENSG00000099624",0.0126217478011848,0.667090342379502,0.000276406492545326,76.6234234407436
"DHX15","ENSG00000109606",0.0126841662445985,-0.340655675190043,0.000282689751575355,1363.35169005903
"UQCRC1","ENSG00000010256",0.0126841662445985,0.388729551463657,0.000281342189074365,514.611447037375
"COMMD3","ENSG00000148444",0.0131718679754408,-0.302977443498138,0.000296111760688205,822.573530246477
"LGALS3","ENSG00000131981",0.0134112923241985,-0.454563455828749,0.000304093256188222,665.300072508711
"SPINT1","ENSG00000166145",0.0136563413710724,0.342887514216472,0.000312296178640804,784.155092918486
"ENSG00000108448","ENSG00000108448",0.0139340720255502,0.455418887166716,0.000327175119677538,291.384696109626
"PIGP","ENSG00000185808",0.0139340720255502,-0.675628737122178,0.000328179435324485,153.623254998052
"ELAPOR1","ENSG00000116299",0.0139340720255502,-0.668259587832205,0.000321960135494669,126.382080354162
"PDCD10","ENSG00000114209",0.0139340720255502,-0.381293784316861,0.00032944898975138,697.684444335218
"LOC102724560","ENSG00000274276",0.014258199516613,0.590619808455982,0.000339875686151821,111.621000843067
"OTUD1","ENSG00000165312",0.014290688393655,-0.377890843815819,0.000343419643568453,448.004323223942
"IDH2","ENSG00000182054",0.0142982889746983,-0.380603564186936,0.000346373279425831,531.574826382517
"VPS35L","ENSG00000103544",0.0143724463010566,-0.3886865881173,0.000353740441905851,393.166417326142
"TMEM268","ENSG00000157693",0.0143724463010566,0.619357063384488,0.000353058422619081,97.3163202545617
"PYCR2","ENSG00000143811",0.0144601214390501,0.658904547837983,0.000358700686860159,80.8403523871487
"FASTKD2","ENSG00000118246",0.0151167804670259,0.496439782580155,0.000377919511675646,158.504918273758
"GSPT1","ENSG00000103342",0.0158456777667478,-0.421658536612189,0.000399536990163958,478.848299630504
"ELF5","ENSG00000135374",0.0158456777667478,-0.635779708287831,0.000402283679737201,78.8873682886504
"ZNF761","ENSG00000160336",0.0159374430803171,-0.404319974482975,0.00040770203228718,229.015961613102
"USP5","ENSG00000111667",0.0159596125741739,0.568505695665236,0.000411362107047505,104.799338229083
"EID2","ENSG00000176396",0.0171209621610244,-0.459855306407708,0.000447932149561685,174.348987752743
"SEC24D","ENSG00000150961",0.0171209621610244,0.37768548054218,0.00044738653755665,437.832200521185
"DAD1","ENSG00000129562",0.0172749257286118,-0.43494590829246,0.000455308119978915,758.752785208841
"C3orf38","ENSG00000179021",0.0176840217428748,-0.520035326366168,0.000471210368405788,144.26497996169
"MTA3","ENSG00000057935",0.0176840217428748,-0.456403654575702,0.000472944767542001,176.966129373662
"DDAH2","ENSG00000213722",0.0182399209532657,0.464218773841558,0.000491346707849599,223.013729376913
"ELOB","ENSG00000103363",0.0182659910268816,0.300091672622468,0.00049558890383012,1050.52576062378
"SURF4","ENSG00000148248",0.0191843204515292,0.378186680373577,0.000526853640192798,441.111224984803
"PDHB","ENSG00000168291",0.0191843204515292,0.453671726130855,0.000527940601573091,164.309064314476
"MRFAP1","ENSG00000179010",0.0197416636482431,-0.260479048152013,0.000547104244515265,1209.06984204763
"XPOT","ENSG00000184575",0.0197482657351158,0.338884106208498,0.000551114392607882,1688.69142106992
"RELL1","ENSG00000181826",0.0206012686131209,-0.364750334713507,0.000578911618004365,316.847033876198
"HAPSTR1","ENSG00000182831",0.0210317928380897,-0.39408481358598,0.000599161540154882,474.938544933703
"SNX17","ENSG00000115234",0.0210317928380897,0.481055520643426,0.000597654578217547,141.107699714571
"BCL6","ENSG00000113916",0.0213481529140918,-0.489296962760658,0.000612311362652246,164.056413463043
"MGLL","ENSG00000074416",0.0214801026853938,0.392654183504375,0.000620258779093737,264.310984043608
