Run,batch
SRR21043632,Plate 2A index F
SRR21043680,Plate 2D index G
SRR21043747,Plate 2C index E
SRR21043825,Plate 2B index H
SRR21043816,Plate 2B index H
SRR21043814,Plate 2B index H
SRR21043817,Plate 2B index H
SRR21043815,Plate 2B index H
