"gene","stat"
"ENSG00000069188",3.66605421282634
"ENSG00000196208",3.02727863997921
"ENSG00000156398",2.43701754670578
"ENSG00000165731",2.33745454122292
"ENSG00000082175",2.12196722894904
"ENSG00000161888",2.12120832906783
"ENSG00000173467",2.08830213074402
"ENSG00000139352",2.07631969473589
"ENSG00000157600",2.0322807058962
"ENSG00000124749",1.98401620116779
"ENSG00000088325",1.95064682795857
"ENSG00000113739",1.92789952600105
"ENSG00000171346",1.87411320188863
"ENSG00000188735",1.81395538705324
"ENSG00000152253",1.80428114176864
"ENSG00000274267",1.77934887403005
"ENSG00000141753",1.7601741557415
"ENSG00000174945",1.75328703382223
"ENSG00000188833",1.73310145057437
"ENSG00000147041",1.70924640462796
"ENSG00000183856",1.66841145500693
"ENSG00000189057",1.66625425011993
"ENSG00000108352",1.65597903518489
"ENSG00000112984",1.62184392460914
"ENSG00000142945",1.60426850459867
"ENSG00000130045",1.59345893903017
"ENSG00000131747",1.58943878997514
"ENSG00000169679",1.56503678397422
"ENSG00000174827",1.56258962097241
"ENSG00000118193",1.55713944768952
"ENSG00000166851",1.55555639112642
"ENSG00000004948",1.55191272530106
"ENSG00000024526",1.54202824159205
"ENSG00000177721",1.53541650373086
"ENSG00000164742",1.53528512808462
"ENSG00000140534",1.53001501275159
"ENSG00000187720",1.51907040792913
"ENSG00000160182",1.50168665129069
"ENSG00000168393",1.49701856104672
"ENSG00000275221",1.49645372900528
"ENSG00000278318",1.48658027762672
"ENSG00000196396",1.47013428106355
"ENSG00000170312",1.45407033335269
"ENSG00000196743",1.44031373801644
"ENSG00000143476",1.43523678339856
"ENSG00000183840",1.4328123219442
"ENSG00000278272",1.42185402594804
"ENSG00000110719",1.41669820726464
"ENSG00000102384",1.41662580646748
"ENSG00000076242",1.405424026542
"ENSG00000198901",1.40331695522498
"ENSG00000109805",1.39445311275558
"ENSG00000143126",1.39408184832223
"ENSG00000106541",1.38623725534691
"ENSG00000233917",1.38215011145086
"ENSG00000012124",1.38085507895635
"ENSG00000136522",1.36930883343239
"ENSG00000111665",1.36612625643331
"ENSG00000187068",1.36151750339537
"ENSG00000100580",1.35751779557313
"ENSG00000126217",1.35436191207238
"ENSG00000284906",1.35255044827868
"ENSG00000100065",1.34202577307552
"ENSG00000090006",1.33944003850279
"ENSG00000180694",1.33324053360855
"ENSG00000124126",1.33280842988946
"ENSG00000153130",1.33122178855054
"ENSG00000013810",1.325772201088
"ENSG00000009950",1.32506358311937
"ENSG00000261934",1.32391216443621
"ENSG00000137804",1.32073052912405
"ENSG00000128311",1.31781074271077
"ENSG00000105983",1.30660638558954
"ENSG00000128944",1.30462357421709
"ENSG00000184357",1.30059332034496
"ENSG00000187741",1.29910641496019
"ENSG00000112562",1.29284334068331
"ENSG00000147642",1.28011403179856
"ENSG00000102362",1.2784865788035
"ENSG00000148143",1.26050547354397
"ENSG00000198826",1.2586188286913
"ENSG00000132329",1.25752073804183
"ENSG00000065328",1.25578415317349
"ENSG00000137502",1.24691459204189
"ENSG00000117984",1.2451804727631
"ENSG00000107819",1.2432905481519
"ENSG00000171241",1.24209611617551
"ENSG00000113763",1.24113460091283
"ENSG00000138160",1.23909585372115
"ENSG00000128567",1.23896968342717
"ENSG00000100219",1.23634396585007
"ENSG00000119403",1.23390241967548
"ENSG00000137563",1.23362440206368
"ENSG00000115935",1.22728641732328
"ENSG00000205022",1.22543297829759
"ENSG00000135124",1.22188493106198
"ENSG00000011426",1.21827470346474
"ENSG00000105254",1.21766115387272
"ENSG00000052795",1.21292568715996
"ENSG00000138180",1.21215462341489
"ENSG00000122140",1.21034601184366
"ENSG00000100583",1.20713407633351
"ENSG00000062282",1.20424953519404
"ENSG00000087586",1.19515500255495
"ENSG00000129195",1.19505942637882
"ENSG00000148773",1.19251747146754
"ENSG00000135549",1.19117752286523
"ENSG00000118707",1.18908529316222
"ENSG00000123219",1.18814773580481
"ENSG00000145386",1.18443934715852
"ENSG00000127564",1.18260308539003
"ENSG00000145217",1.18043962685616
"ENSG00000068489",1.17449124191686
"ENSG00000131153",1.17265020679638
"ENSG00000277775",1.1720576457065
"ENSG00000175920",1.17077004568239
"ENSG00000109321",1.16980416317521
"ENSG00000135966",1.16897276732935
"ENSG00000105948",1.16650300064642
"ENSG00000182774",1.15071008618225
"ENSG00000007264",1.14600791517901
"ENSG00000230797",1.14589703190963
"ENSG00000144554",1.1442741409063
"ENSG00000076003",1.14256528726555
"ENSG00000139645",1.14128343623163
"ENSG00000009830",1.13901060959681
"ENSG00000154328",1.13849653740164
"ENSG00000173156",1.13322707726369
"ENSG00000253731",1.13298279022101
"ENSG00000092470",1.13123984930122
"ENSG00000106003",1.13059175487909
"ENSG00000104147",1.12989900032674
"ENSG00000165304",1.12756654579425
"ENSG00000196550",1.12557941176573
"ENSG00000126787",1.12498721827454
"ENSG00000117479",1.12016761685737
"ENSG00000184216",1.1107315884124
"ENSG00000116793",1.09477246127677
"ENSG00000144290",1.09458214167687
"ENSG00000151892",1.08602718226057
"ENSG00000171587",1.08351735566603
"ENSG00000131149",1.08277803406748
"ENSG00000144476",1.08231239578633
"ENSG00000179222",1.0757425241751
"ENSG00000203760",1.07545698284716
"ENSG00000106477",1.0740300940612
"ENSG00000118513",1.07371698148987
"ENSG00000163945",1.0696243500664
"ENSG00000168118",1.06502620923606
"ENSG00000177200",1.06146148659718
"ENSG00000140526",1.05041297555218
"ENSG00000243708",1.05014482308321
"ENSG00000108175",1.05012489915043
"ENSG00000144452",1.04859366675547
"ENSG00000005448",1.0472092603935
"ENSG00000156802",1.0464532239862
"ENSG00000100644",1.04533928774557
"ENSG00000110328",1.04506344019381
"ENSG00000113368",1.04295801936906
"ENSG00000112029",1.04070792692747
"ENSG00000164611",1.04004340809396
"ENSG00000099917",1.03964332323618
"ENSG00000137812",1.03895778505197
"ENSG00000188342",1.03873298292821
"ENSG00000117650",1.03574007984872
"ENSG00000173214",1.03227944585456
"ENSG00000058668",1.03145037706866
"ENSG00000138778",1.03142295586067
"ENSG00000171848",1.02496558145404
"ENSG00000215271",1.02355075449624
"ENSG00000137573",1.02294556075863
"ENSG00000134057",1.02282681491801
"ENSG00000135678",1.0216387588951
"ENSG00000253873",1.02092115802788
"ENSG00000075426",1.01890915664106
"ENSG00000253159",1.01618979599759
"ENSG00000099326",1.01609683121453
"ENSG00000100526",1.00727143101335
"ENSG00000102870",1.00551296371625
"ENSG00000117983",1.00430534857982
"ENSG00000090565",1.00391193092644
"ENSG00000178105",1.00233588979958
"ENSG00000189339",1.00068236805883
"ENSG00000187559",0.996854951267005
"ENSG00000127527",0.9966286436585
"ENSG00000151725",0.993978344033016
"ENSG00000182263",0.990049168932566
"ENSG00000278637",0.988063048631009
"ENSG00000111907",0.987885042070209
"ENSG00000269713",0.985928787767766
"ENSG00000113205",0.982925247790277
"ENSG00000071282",0.979857927581285
"ENSG00000263513",0.978178299375031
"ENSG00000006047",0.975649348152893
"ENSG00000111581",0.97376785822654
"ENSG00000136144",0.971808415701093
"ENSG00000198754",0.971553464525753
"ENSG00000167513",0.971239875645822
"ENSG00000070423",0.9634582198026
"ENSG00000116774",0.955674500725888
"ENSG00000189409",0.955399888615312
"ENSG00000099203",0.953420457130069
"ENSG00000237649",0.953319175280194
"ENSG00000183763",0.949446051280242
"ENSG00000129993",0.946855354457774
"ENSG00000087494",0.946768332944568
"ENSG00000169607",0.944103610227772
"ENSG00000188242",0.943692118360839
"ENSG00000122884",0.93926790300223
"ENSG00000107562",0.937830844279577
"ENSG00000079482",0.937336349023593
"ENSG00000143479",0.936192393371151
"ENSG00000165244",0.935107797549033
"ENSG00000136982",0.935005200146184
"ENSG00000189337",0.934399006274278
"ENSG00000145495",0.926768502364324
"ENSG00000196453",0.91782677129796
"ENSG00000196369",0.916445859806517
"ENSG00000149308",0.916298998917676
"ENSG00000166685",0.916207531209436
"ENSG00000155850",0.916129129235478
"ENSG00000198563",0.913532484383436
"ENSG00000105656",0.911301841093902
"ENSG00000112877",0.909739941428237
"ENSG00000137807",0.909195688651313
"ENSG00000000460",0.908337499065384
"ENSG00000183508",0.905652357889186
"ENSG00000119397",0.904664958337599
"ENSG00000091164",0.903756748352004
"ENSG00000128908",0.903519843355168
"ENSG00000183044",0.902658432991102
"ENSG00000188227",0.899880631381097
"ENSG00000157456",0.898956747363892
"ENSG00000066027",0.897036550728025
"ENSG00000148303",0.89509391742817
"ENSG00000270882",0.894253617998484
"ENSG00000164620",0.894206142318199
"ENSG00000164125",0.893706762641284
"ENSG00000103994",0.893580993341058
"ENSG00000095951",0.888948741555694
"ENSG00000174206",0.888242693424072
"ENSG00000064195",0.888036330144109
"ENSG00000261221",0.8822649772388
"ENSG00000068724",0.88177359928859
"ENSG00000178295",0.880856399743505
"ENSG00000204740",0.880686025385565
"ENSG00000156411",0.880313941981706
"ENSG00000116062",0.879973768424782
"ENSG00000271880",0.878053132811711
"ENSG00000148814",0.877431301624842
"ENSG00000270231",0.87638774704764
"ENSG00000058404",0.875959916869882
"ENSG00000170113",0.874117937266309
"ENSG00000138175",0.873054059455981
"ENSG00000185697",0.872884843778877
"ENSG00000263639",0.872744256890178
"ENSG00000101773",0.87130543593374
"ENSG00000091542",0.870767979941023
"ENSG00000168398",0.870472466231085
"ENSG00000196748",0.870437879929491
"ENSG00000106628",0.868552057078597
"ENSG00000104381",0.867305366385817
"ENSG00000198929",0.866013374596281
"ENSG00000166780",0.865778564122023
"ENSG00000263956",0.865425462110791
"ENSG00000178999",0.865019627018804
"ENSG00000102781",0.864233193057417
"ENSG00000136731",0.863209609036514
"ENSG00000124641",0.862505302597844
"ENSG00000204498",0.861257909528848
"ENSG00000168496",0.858185347484323
"ENSG00000254245",0.857256064500364
"ENSG00000176022",0.856836854964101
"ENSG00000122966",0.856634530496984
"ENSG00000111145",0.854015951443543
"ENSG00000138336",0.852677108476315
"ENSG00000059588",0.85083798480304
"ENSG00000168802",0.850397577125908
"ENSG00000123416",0.849335665511709
"ENSG00000065600",0.848892084880346
"ENSG00000084710",0.847256400956253
"ENSG00000072571",0.843100345913344
"ENSG00000140691",0.839873875170593
"ENSG00000158169",0.838360305842901
"ENSG00000165568",0.838078775934737
"ENSG00000116473",0.838046247641737
"ENSG00000079459",0.835215155301432
"ENSG00000198590",0.835142016076837
"ENSG00000197249",0.834221948278618
"ENSG00000261609",0.833354313474341
"ENSG00000111799",0.832029623040846
"ENSG00000110057",0.831582980836477
"ENSG00000137509",0.830845655970224
"ENSG00000278677",0.828318763380094
"ENSG00000257365",0.827066934781395
"ENSG00000163281",0.825779780096583
"ENSG00000181938",0.824341883756436
"ENSG00000121957",0.823931343011393
"ENSG00000074054",0.820863336595666
"ENSG00000167862",0.820031731315129
"ENSG00000111962",0.819613250415952
"ENSG00000169246",0.817272968167718
"ENSG00000108384",0.817148741175493
"ENSG00000067369",0.817055702512137
"ENSG00000175356",0.81558470996458
"ENSG00000156345",0.815396489762578
"ENSG00000171943",0.814519240499977
"ENSG00000157181",0.8143587524006
"ENSG00000163040",0.813244926287962
"ENSG00000092010",0.812737266038655
"ENSG00000175567",0.809623177010594
"ENSG00000161800",0.80796146536728
"ENSG00000111667",0.807888289596268
"ENSG00000105053",0.804976552916137
"ENSG00000033327",0.801533570273621
"ENSG00000197386",0.801123641569798
"ENSG00000162804",0.799742124350753
"ENSG00000174371",0.799366479295915
"ENSG00000159259",0.799043126763888
"ENSG00000178502",0.797453239344185
"ENSG00000140545",0.797275853421388
"ENSG00000171680",0.795491823426992
"ENSG00000170892",0.79528325051338
"ENSG00000121152",0.795189923363827
"ENSG00000105771",0.79414126875443
"ENSG00000183665",0.79399488733929
"ENSG00000105072",0.793791011578735
"ENSG00000214717",0.793386123398899
"ENSG00000176715",0.792893757281818
"ENSG00000185130",0.789126245283176
"ENSG00000166451",0.788997225187365
"ENSG00000132554",0.788395586480892
"ENSG00000064687",0.788256041441075
"ENSG00000014138",0.786295530046707
"ENSG00000102897",0.785822115128695
"ENSG00000162194",0.783799834716224
"ENSG00000196782",0.783646487660905
"ENSG00000204310",0.783632255463856
"ENSG00000092820",0.782701291941277
"ENSG00000165169",0.781118270611123
"ENSG00000127418",0.781100252430968
"ENSG00000139725",0.780710585154251
"ENSG00000248905",0.780030422994829
"ENSG00000111676",0.779886173971406
"ENSG00000162946",0.779767089797224
"ENSG00000054523",0.778378439352474
"ENSG00000197977",0.777529478421867
"ENSG00000127585",0.775069312139521
"ENSG00000127663",0.774973845815843
"ENSG00000119943",0.773591661972059
"ENSG00000183779",0.773044277655665
"ENSG00000187537",0.772872525654313
"ENSG00000203995",0.772548997453091
"ENSG00000179240",0.771426862187303
"ENSG00000188385",0.771392123369599
"ENSG00000183495",0.771318074167242
"ENSG00000118096",0.770251781674844
"ENSG00000140043",0.769105929511611
"ENSG00000180354",0.767167391404601
"ENSG00000174442",0.76625177636699
"ENSG00000142731",0.764307918116731
"ENSG00000185567",0.764128528129092
"ENSG00000158292",0.76405004706306
"ENSG00000131061",0.761722259607081
"ENSG00000124839",0.761067989216704
"ENSG00000113716",0.760551652159349
"ENSG00000130305",0.760521283964661
"ENSG00000171132",0.759718565480801
"ENSG00000262209",0.758420314587721
"ENSG00000267041",0.757771933028717
"ENSG00000185761",0.757046221579501
"ENSG00000188010",0.756671686714711
"ENSG00000149554",0.755832860876551
"ENSG00000089123",0.75451414355777
"ENSG00000129173",0.753763885621639
"ENSG00000170153",0.753097089288528
"ENSG00000197275",0.752071687291835
"ENSG00000196584",0.752030789664592
"ENSG00000075336",0.751656767497242
"ENSG00000107362",0.751075491838568
"ENSG00000182858",0.749643132806577
"ENSG00000187372",0.749160614764024
"ENSG00000132199",0.749085529789851
"ENSG00000017260",0.748662817149572
"ENSG00000166965",0.748075139832155
"ENSG00000129667",0.746675077902142
"ENSG00000164430",0.745620356254285
"ENSG00000135506",0.744877958836249
"ENSG00000151502",0.743567565654112
"ENSG00000064205",0.743195014855041
"ENSG00000113209",0.742841594588962
"ENSG00000188229",0.742786327361586
"ENSG00000135414",0.74077157263627
"ENSG00000083520",0.740160430148017
"ENSG00000127054",0.740027544116227
"ENSG00000105971",0.739214761147488
"ENSG00000171863",0.738528288132564
"ENSG00000066044",0.737816158646144
"ENSG00000177169",0.736794570925257
"ENSG00000157110",0.734718298868466
"ENSG00000162836",0.734142078196844
"ENSG00000037897",0.734130318847567
"ENSG00000164104",0.733265547627026
"ENSG00000167552",0.732380585550964
"ENSG00000162512",0.732225176910313
"ENSG00000163507",0.731288503401182
"ENSG00000140398",0.730792286898055
"ENSG00000139180",0.730323998524244
"ENSG00000105397",0.729962415015439
"ENSG00000099624",0.72966680634063
"ENSG00000166821",0.728960776360417
"ENSG00000133657",0.728906538206822
"ENSG00000160305",0.728564444338597
"ENSG00000174151",0.728044088882541
"ENSG00000037757",0.727041609826793
"ENSG00000164808",0.726631304094943
"ENSG00000173221",0.726593533311484
"ENSG00000112033",0.726177652759669
"ENSG00000255837",0.726069234084303
"ENSG00000151835",0.72562848495111
"ENSG00000081842",0.725331439000605
"ENSG00000276368",0.725166856577587
"ENSG00000104221",0.724016523582231
"ENSG00000100418",0.72343427116164
"ENSG00000166004",0.723158628832769
"ENSG00000160410",0.723020127150635
"ENSG00000162735",0.722756212289642
"ENSG00000165138",0.722007879427186
"ENSG00000182704",0.718890128332678
"ENSG00000135912",0.718770949835218
"ENSG00000130714",0.718220721781917
"ENSG00000141867",0.718047366005459
"ENSG00000123374",0.717957741930129
"ENSG00000165233",0.71794138250795
"ENSG00000169519",0.717035726407537
"ENSG00000117682",0.716765510419495
"ENSG00000262180",0.716450077573096
"ENSG00000136856",0.716237583896848
"ENSG00000121440",0.715724097684039
"ENSG00000129315",0.71444873958535
"ENSG00000123395",0.714287805932884
"ENSG00000128951",0.714244188258242
"ENSG00000143641",0.714130694167091
"ENSG00000175305",0.71393033065642
"ENSG00000183018",0.713328547135673
"ENSG00000138767",0.713307437661069
"ENSG00000048471",0.713155430957185
