"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"NULL","",1.40393107472815e-07,-0.515028334032381,2.73032103214343e-11,4535.19410393409
"RPS4X","ENSG00000198034",1.05236893513743e-06,0.627339484638467,4.09322806354505e-10,427.858619481176
"ATG101","ENSG00000123395",2.00573799837834e-06,0.783305156514799,1.17020886719857e-09,182.725862670936
"HSP90AB1","ENSG00000096384",2.5543525369487e-06,0.458236252493469,1.98704981481813e-09,1143.73480440823
"RPL6","ENSG00000089009",5.95797700632888e-06,0.596065196757758,6.95213186269415e-09,591.554254773387
"LMAN2","ENSG00000169223",5.95797700632888e-06,0.562638777062532,6.23734675892454e-09,660.024562411587
"UBL5","ENSG00000198258",1.03212224319848e-05,0.492393086306708,1.40506723111423e-08,520.789221917151
"RPL9","ENSG00000163682",1.19825055559932e-05,0.552295918826324,1.97950993230838e-08,830.007862713705
"RPS15","ENSG00000115268",1.19825055559932e-05,0.583254878282196,2.0972880203022e-08,727.815139971953
"LGALS3","ENSG00000131981",1.22886993015335e-05,-0.476624986797203,2.38986761990149e-08,659.859590787244
"ELOB","ENSG00000103363",3.7124711643964e-05,0.454460210732631,7.94188697167646e-08,1113.33379665162
"OS9","ENSG00000135506",4.22650776306924e-05,0.712174228713024,1.06854533099767e-07,158.353185685037
"TAPBP","ENSG00000231925",4.22650776306924e-05,0.419313943657479,1.02416693910896e-07,682.582904594559
"LAMP1","ENSG00000185896",5.90673138784028e-05,0.427680521373925,1.64484652404385e-07,881.487065502807
"CETN2","ENSG00000147400",5.90673138784028e-05,0.513381904951936,1.72308383542598e-07,330.187208536039
"DENR","ENSG00000139726",7.60911467213596e-05,-0.407169890029291,2.36767473267552e-07,722.711248313167
"PPIAL4A","ENSG00000263353",0.000134569965304509,-0.596680246819098,4.44902646864383e-07,1355.3364910814
"BRD2","ENSG00000204256",0.000343954967279187,-0.537957430891393,1.27093434039373e-06,325.983744016753
"ZNF721","ENSG00000182903",0.000343954967279187,-0.835591456934478,1.23853657518306e-06,95.7830099231168
"SUPT4H1","ENSG00000213246",0.000350024824526807,0.492927782440889,1.36143455669703e-06,407.307917984925
"FAU","ENSG00000149806",0.000464406614667257,0.414386565268444,1.89664311707748e-06,622.442244098956
"PDIA6","ENSG00000143870",0.00054256061279074,0.361158955073756,2.32134062259749e-06,873.512644245964
"IMPDH2","ENSG00000178035",0.000610797797595333,0.536856319643982,2.73207883016193e-06,267.594336306719
"RPL12","ENSG00000197958",0.000641781756127731,0.719752265946035,2.99548077539198e-06,230.17832669585
"USP5","ENSG00000111667",0.000821010902545873,0.696347364530612,4.23534999940328e-06,110.50501357309
