"gene","ensembl_id","stat","log2FoldChange"
"NULL","",1.40393107472815e-07,-0.515028334032381
"RPS4X","ENSG00000198034",1.05236893513743e-06,0.627339484638467
"ATG101","ENSG00000123395",2.00573799837834e-06,0.783305156514799
"HSP90AB1","ENSG00000096384",2.5543525369487e-06,0.458236252493469
"RPL6","ENSG00000089009",5.95797700632888e-06,0.596065196757758
"LMAN2","ENSG00000169223",5.95797700632888e-06,0.562638777062532
"UBL5","ENSG00000198258",1.03212224319848e-05,0.492393086306708
"RPL9","ENSG00000163682",1.19825055559932e-05,0.552295918826324
"RPS15","ENSG00000115268",1.19825055559932e-05,0.583254878282196
"LGALS3","ENSG00000131981",1.22886993015335e-05,-0.476624986797203
"ELOB","ENSG00000103363",3.7124711643964e-05,0.454460210732631
"OS9","ENSG00000135506",4.22650776306924e-05,0.712174228713024
"TAPBP","ENSG00000231925",4.22650776306924e-05,0.419313943657479
"LAMP1","ENSG00000185896",5.90673138784028e-05,0.427680521373925
"CETN2","ENSG00000147400",5.90673138784028e-05,0.513381904951936
"DENR","ENSG00000139726",7.60911467213596e-05,-0.407169890029291
"PPIAL4A","ENSG00000263353",0.000134569965304509,-0.596680246819098
"BRD2","ENSG00000204256",0.000343954967279187,-0.537957430891393
"ZNF721","ENSG00000182903",0.000343954967279187,-0.835591456934478
"SUPT4H1","ENSG00000213246",0.000350024824526807,0.492927782440889
"FAU","ENSG00000149806",0.000464406614667257,0.414386565268444
"PDIA6","ENSG00000143870",0.00054256061279074,0.361158955073756
"IMPDH2","ENSG00000178035",0.000610797797595333,0.536856319643982
"RPL12","ENSG00000197958",0.000641781756127731,0.719752265946035
"USP5","ENSG00000111667",0.000821010902545873,0.696347364530612
"U2AF1","ENSG00000160201",0.000821010902545873,0.371261038091316
"TXNIP","ENSG00000265972",0.000821010902545873,0.477993985367239
"INTS3","ENSG00000143624",0.000841752381183243,-0.3874093393431
"RRP7A","ENSG00000189306",0.000871653096920585,-0.38750934003115
"RPS27A","ENSG00000143947",0.000914640378765523,-0.643277413403147
"ATOSA","ENSG00000047346",0.00108943829092769,-0.369264265046091
"UBP1","ENSG00000153560",0.00112428229928101,-0.436197996959645
"TBCA","ENSG00000171530",0.00117436368811163,0.496505158888705
"DAD1","ENSG00000129562",0.00144799924277404,-0.388239447372776
"ALKBH5","ENSG00000091542",0.00144799924277404,0.797883548452554
"ACTB","ENSG00000075624",0.00152778752915594,-0.427821826547034
"ATP5F1D","ENSG00000099624",0.00161271052011602,0.790559223436216
"SPINT1","ENSG00000166145",0.0021324004827385,0.372553100048157
"IDH2","ENSG00000182054",0.00217481153288964,-0.376237938035279
"HIF1A","ENSG00000100644",0.00257643792065988,0.569918542881933
"MAGED1","ENSG00000179222",0.00260474627612705,0.650304064348861
"GTF2F2","ENSG00000188342",0.00264153050772286,0.818606896990927
"IDH3G","ENSG00000067829",0.00264153050772286,0.362344186945906
"RAB11FIP3","ENSG00000090565",0.00264153050772286,0.845597299104545
"RPL7A","ENSG00000148303",0.00276369038287289,0.45321746882123
"RBBP4","ENSG00000162521",0.00313814517837428,-0.445043086256156
"GSPT1","ENSG00000103342",0.00317644734146718,-0.419662568430108
"P4HTM","ENSG00000178467",0.00317644734146718,0.75038778134147
"VEGFA","ENSG00000112715",0.00317644734146718,0.435818490571773
"NOC2L","ENSG00000188976",0.00317644734146718,0.484804530757091
"MEF2D","ENSG00000116604",0.00341539798019722,-0.500557831389033
"HNRNPH1","ENSG00000169045",0.00350218488820288,-0.273153115010731
"FAM107B","ENSG00000065809",0.00365378296054656,-0.457803819323308
"NCOR2","ENSG00000196498",0.00372221866132109,-0.543248290387156
"RPS15A","ENSG00000134419",0.00394878540657434,0.410281663467412
"TMED2","ENSG00000086598",0.00399811405693394,0.320877412008114
"OSER1","ENSG00000132823",0.00510404989807878,0.410230708603209
"UBAP2L","ENSG00000143569",0.00520135889666658,-0.467049805612236
"BCLAF1","ENSG00000029363",0.00520135889666658,-0.337587876919406
"PRPF38B","ENSG00000134186",0.00678356557623835,-0.434593973874127
"NACA","ENSG00000196531",0.00710922439016113,-0.576510739370545
"ANP32A","ENSG00000140350",0.00713421254308468,-0.451905175838148
"EIF3L","ENSG00000100129",0.00745493929082531,0.414958178800037
"THG1L","ENSG00000113272",0.00762056888869737,0.572260856641693
"DDIT3","ENSG00000175197",0.0077976772653014,0.378811054275317
"UBL4A","ENSG00000102178",0.00796783031467003,0.431528478207718
"PSME4","ENSG00000068878",0.00805186359294342,-0.435425610270295
"FAM32A","ENSG00000105058",0.00815285398203783,-0.387780549398335
"PLEKHF2","ENSG00000175895",0.00827802224246801,-0.319132187028318
"ISCU","ENSG00000136003",0.00827802224246801,0.429566294089397
"RPS24","ENSG00000138326",0.00827802224246801,-0.427132831096664
"RAB10","ENSG00000084733",0.00862667609119207,-0.332698305702608
"GORASP2","ENSG00000115806",0.00862667609119207,-0.54997395260608
"ZNG1B","ENSG00000136682",0.00882268905199372,-0.317110886861423
"RPS27","ENSG00000177954",0.00882268905199372,-0.290605673737251
"SYTL2","ENSG00000137501",0.00893638668096276,-0.409793342615945
"NDUFA8","ENSG00000119421",0.00899249666936039,0.417194686497072
"ZNF808","ENSG00000198482",0.0090655003377639,-0.612548842809287
"CHKA","ENSG00000110721",0.0093184779745493,0.419710399683763
"HM13","ENSG00000101294",0.0093184779745493,-0.518027665182342
"ATF7IP","ENSG00000171681",0.0093184779745493,-0.502271430997625
"BPHL","ENSG00000137274",0.0093184779745493,0.523197401465139
"ABAT","ENSG00000183044",0.00989650286556201,0.614522140575787
"NUDT19","ENSG00000213965",0.00999222495815759,-0.473344929925269
"MDH2","ENSG00000146701",0.0107142098018997,0.402818061615129
"C12orf57","ENSG00000111678",0.0108978321703681,0.601117063327525
"RPL22","ENSG00000116251",0.0112035892508157,-0.308622353980371
"RNF38","ENSG00000137075",0.0114544765964603,-0.700197185766301
"ARLN","ENSG00000164096",0.0114901492355024,-0.496051181186129
"LLGL2","ENSG00000073350",0.0115394424342148,0.337243087230091
"TRIQK","ENSG00000205133",0.012624133420514,-0.389480780716192
"SELENOH","ENSG00000211450",0.0132544130391219,0.548062962718305
"BCAP29","ENSG00000075790",0.0134912664341701,-0.403971528562201
"NAMPT","ENSG00000105835",0.0135685832589052,-0.576986605453063
"BRF2","ENSG00000104221",0.0141818165785661,0.694735379168678
"SRSF1","ENSG00000136450",0.0147117677470919,-0.290264974206818
"UQCRC1","ENSG00000010256",0.0148106703948033,0.318872037077877
"UBE2R2","ENSG00000107341",0.0149858747091768,0.354503686765239
"NPIPB5","ENSG00000243716",0.0150114171661061,-0.321248129051782
"CAPRIN1","ENSG00000135387",0.0151437432194408,-0.468754628913581
"DCTPP1","ENSG00000179958",0.0151437432194408,0.422876815421987
"NPIPA7","ENSG00000214967",0.0153513756507108,0.386419516090863
"DDAH2","ENSG00000213722",0.0160835811271292,0.427166638219168
"HAPSTR1","ENSG00000182831",0.0168886174513538,-0.433710373708569
"HSPA5","ENSG00000044574",0.0172584651399835,0.411907646047785
"FASTKD2","ENSG00000118246",0.0172584651399835,0.517581559460945
"EEF1E1","ENSG00000124802",0.0172584651399835,-0.294084285978694
"CCDC47","ENSG00000108588",0.0179322564475041,0.323652098674371
"SELENOI","ENSG00000138018",0.0179322564475041,0.437298882408001
"RHOA","ENSG00000067560",0.0179322564475041,0.287250120180875
"NEK6","ENSG00000119408",0.0179631878336449,0.361708071948936
"GNPNAT1","ENSG00000100522",0.0179637651141291,-0.544883102327889
"PDHB","ENSG00000168291",0.0184515944994692,0.444032130844976
"SIKE1","ENSG00000052723",0.0184515944994692,-0.312053668968513
"RPL18A","ENSG00000105640",0.0184515944994692,0.546421953685095
"ZNF354A","ENSG00000169131",0.0192454321205415,-0.448864715745972
"PSMA7","ENSG00000101182",0.0195281062261932,0.332834441419023
"PREX1","ENSG00000124126",0.0195281062261932,0.49477620479072
"SNRNP70","ENSG00000104852",0.0195281062261932,0.574632852358502
"VPS4A","ENSG00000132612",0.0199663097766865,0.325785720501255
"C5orf15","ENSG00000113583",0.0199663097766865,0.437522295965864
"ZFP36L1","ENSG00000185650",0.0199663097766865,-0.658665229292842
"SMIM26","ENSG00000232388",0.0199663097766865,0.280512165141932
"SLC25A43","ENSG00000077713",0.0215199066507132,-0.501278249467135
"COPE","ENSG00000105669",0.0218144000892953,0.330039997142628
"OTUD1","ENSG00000165312",0.0224701797398787,-0.411998439974971
"PRSS8","ENSG00000052344",0.0229594187314326,0.251855222704082
"SYNGR2","ENSG00000108639",0.0229594187314326,0.345693514120522
"ZNF638","ENSG00000075292",0.023522609081489,-0.32020515216966
"QARS1","ENSG00000172053",0.023522609081489,0.477135781534616
"MAGEF1","ENSG00000177383",0.0267744069968528,0.323550800226285
"CSDE1","ENSG00000009307",0.0289289164495394,-0.25848829975223
"MYG1","ENSG00000139637",0.0290351924511078,0.376670860184524
"MPLKIP","ENSG00000168303",0.0291837143138206,-0.652643409319348
"EIF3CL","ENSG00000205609",0.0298456898173439,0.356787987100526
"YLPM1","ENSG00000119596",0.030423966170482,-0.357118566248001
"GFM1","ENSG00000168827",0.0308221717870454,-0.425095676358852
"ZBTB8OS","ENSG00000176261",0.03144012890775,-0.33974533252004
"RPL13A","ENSG00000142541",0.0318155419169224,0.435805440337271
"PCBP1","ENSG00000169564",0.0318155419169224,-0.236757232243248
"TOP2B","ENSG00000077097",0.0323718068699375,0.304435384398941
"UPF3A","ENSG00000169062",0.0325423428513378,-0.543364625030338
"EIF4A1","ENSG00000161960",0.0327065679501513,0.283561543307826
"SLC19A2","ENSG00000117479",0.0327065679501513,0.490440312898462
"TST","ENSG00000128311",0.0327065679501513,0.401594469996619
"KIF2A","ENSG00000068796",0.0327065679501513,-0.433315389959256
"NEDD8","ENSG00000129559",0.0327125336592751,0.278692974048237
"IGFBP2","ENSG00000115457",0.0332826686961488,0.28934678784399
"MTHFS","ENSG00000136371",0.0332826686961488,0.315214124063803
"LACTB","ENSG00000103642",0.0335329929881664,-0.306437918397552
"HES4","ENSG00000188290",0.0345607292831505,0.453900244935403
"RNF10","ENSG00000022840",0.034789129879079,0.380547662865357
"MPP7","ENSG00000150054",0.0348584330133749,0.394989815507135
"EIF3E","ENSG00000104408",0.035497144417294,0.228014217714888
"INSIG1","ENSG00000186480",0.035497144417294,0.403396012805131
"UCP2","ENSG00000175567",0.035497144417294,0.34759590136209
"ST14","ENSG00000149418",0.035497144417294,-0.301813645369894
"GTF2A1","ENSG00000165417",0.035497144417294,-0.461202012715291
"SOD1","ENSG00000142168",0.035497144417294,0.294832448882859
"CDC42","ENSG00000070831",0.035497144417294,-0.298427773009441
"RACK1","ENSG00000204628",0.0357181021445965,0.247766572048911
"OTUD6B","ENSG00000155100",0.0357181021445965,-0.375120284126993
"TRIM37","ENSG00000108395",0.0357181021445965,0.283203077324536
"ZNF141","ENSG00000131127",0.0357181021445965,-0.401041602171586
"MTREX","ENSG00000039123",0.0357181021445965,-0.287327858550258
"PAWR","ENSG00000177425",0.0357181021445965,0.239445773417603
"TRMT112","ENSG00000173113",0.0367336286615579,0.212350200181511
"PCBP2","ENSG00000197111",0.0369904340484811,0.376083246689031
"SNX17","ENSG00000115234",0.0369904340484811,0.470309415391139
"TRMT12","ENSG00000183665",0.0369904340484811,0.536448281259643
"NDUFS5","ENSG00000168653",0.0369904340484811,-0.352497677888764
"NBPF12","ENSG00000268043",0.0369904340484811,-0.301983886116723
"ENSG00000274791","ENSG00000274791",0.0371319736590107,0.268003089602594
"FEM1A","ENSG00000141965",0.0371387549988126,-0.438130401133135
"NEDD4","ENSG00000069869",0.0377828292810128,-0.323504087733298
"SCAMP1","ENSG00000085365",0.0377828292810128,-0.353736584737807
"BIRC6","ENSG00000115760",0.0387706495778369,-0.361282589025627
"KDM5C","ENSG00000126012",0.0399379682043825,0.303144358587131
"ZNF512B","ENSG00000196700",0.0399549779801317,0.344933837733146
"BRWD1","ENSG00000185658",0.0404321425363567,-0.533314039927627
"OGDH","ENSG00000105953",0.0406232852331124,0.278707372620399
"HSP90AA1","ENSG00000080824",0.0406388303104056,-0.257400044293541
"NPIPB4","ENSG00000185864",0.0406388303104056,-0.380436692897161
"ARIH1","ENSG00000166233",0.0407274782857084,0.588889207919576
"LMNA","ENSG00000160789",0.0410232863737143,0.270225923295187
"METRN","ENSG00000103260",0.0412352091808165,0.382620101154205
"TSPAN6","ENSG00000000003",0.0420118286250416,-0.403519198159261
"CHMP2A","ENSG00000130724",0.0425667335630441,-0.394444109485877
"RAVER1","ENSG00000161847",0.0425667335630441,-0.446458244041572
"RARG","ENSG00000172819",0.0433729087626508,0.549139696527047
"LSM5","ENSG00000106355",0.0459352933719275,-0.506195678033952
"VDAC3","ENSG00000078668",0.0462151389742177,0.380880993360999
"CDV3","ENSG00000091527",0.0471743603476751,-0.308648570127258
"HAGH","ENSG00000063854",0.0473333928169532,0.389091174788309
"MRPS14","ENSG00000120333",0.0473432496361217,0.360872319195203
"REEP5","ENSG00000129625",0.0481240762661065,0.372795037794909
"FOXP2","ENSG00000128573",0.0484866853279501,-0.364834432511575
"TAF15","ENSG00000270647",0.0495555179658627,-0.357608147890317
"FAM162A","ENSG00000114023",0.0497070753509699,0.338141778066614
