"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"KRT81","ENSG00000205426",9.81591292989994e-09,0.613005724470237,1.66908908857336e-12,857.684077570136
"FAM107B","ENSG00000065809",3.54130862191035e-08,-0.867296460646204,1.20432192549238e-11,286.738091008361
"RPL6","ENSG00000089009",1.95608881337525e-07,0.664600301606009,1.3304463957662e-10,600.409104883495
"RPL7A","ENSG00000148303",1.95608881337525e-07,0.762964631254685,1.21173161180742e-10,597.894297009215
"RPS15","ENSG00000115268",3.76402751936368e-07,0.610749166339398,3.2001594281276e-10,726.39560421117
"HSP90AB1","ENSG00000096384",2.3650358005114e-06,0.489357275799721,2.81504006182279e-09,1141.53909584539
"UBP1","ENSG00000153560",2.3650358005114e-06,-0.570671862771009,2.68043280234479e-09,428.466167455169
"RPS4X","ENSG00000198034",4.06916040423606e-06,0.623028802905215,5.53533127595451e-09,421.167042193825
"PDIA6","ENSG00000143870",1.68604360804146e-05,0.435007804106359,2.58024017554381e-08,887.280845649049
"NULL","",2.99686217437401e-05,-0.427448377877758,5.09583773911581e-08,4587.2319357296
"RPL9","ENSG00000163682",3.39506106582614e-05,0.570222873296165,6.62631228547483e-08,824.081099438579
"BCAP29","ENSG00000075790",3.39506106582614e-05,-0.587878200610137,6.92751790340311e-08,238.274375025368
"UBL5","ENSG00000198258",3.49633587944414e-05,0.526082277726565,8.02041151505345e-08,520.661953371863
"NFAT5","ENSG00000102908",3.49633587944414e-05,-0.493178866878825,8.32319372763442e-08,853.037487723665
"RPN1","ENSG00000163902",4.78444975652045e-05,0.476181260720047,1.36383635625937e-07,1514.2613030842
"PSMA3","ENSG00000100567",4.78444975652045e-05,-0.494567214937425,1.3830240751717e-07,1060.15552611188
"RBBP4","ENSG00000162521",4.78444975652045e-05,-0.531022352572863,1.26879810764328e-07,419.014254587648
"UBAP2L","ENSG00000143569",5.35344484024624e-05,-0.57428805615001,1.81642277049602e-07,379.153100128549
"PPIAL4A","ENSG00000263353",5.35344484024624e-05,-0.634382393476579,1.82058998137944e-07,1322.28164475738
"NBPF12","ENSG00000268043",5.35344484024624e-05,-0.446614649166665,1.79781518086741e-07,1066.7359316203
"MUC5B","ENSG00000117983",5.5398596276852e-05,0.902817123819396,1.97818486960362e-07,109.531677294443
"RPL12","ENSG00000197958",7.39825290241462e-05,0.697168344389199,2.76758312962288e-07,224.252768108444
"LMAN2","ENSG00000169223",7.42450219390835e-05,0.520188610559392,2.90364819690345e-07,639.126616705852
"S100P","ENSG00000163993",7.62533576513324e-05,0.529082898077472,3.11185271829957e-07,2223.87689531076
"CETN2","ENSG00000147400",9.18076102827699e-05,0.532548810310079,3.90272106286218e-07,327.987545206189
"OTUD1","ENSG00000165312",0.000103383279880432,-0.584053159682591,4.57059220692271e-07,415.412778052042
"HSPA5","ENSG00000044574",0.000161562571789377,0.704057393418507,7.41742805358475e-07,533.6713986165
"EIF3L","ENSG00000100129",0.000163696309694177,0.527614990396085,7.79373690093005e-07,328.689191530973
"LACTB","ENSG00000103642",0.000177716546955935,-0.428893387755085,8.76344135643959e-07,523.197408575745
"RELL1","ENSG00000181826",0.000192955036044368,-0.547662054221499,9.84297072152873e-07,295.361717005038
"PDHB","ENSG00000168291",0.00020312681253447,0.620619376718092,1.07072456870746e-06,172.985793315606
"KAT2B","ENSG00000114166",0.000221734093281253,-0.668163950737189,1.20651096497196e-06,182.117655204916
"PSME4","ENSG00000068878",0.000306885477886947,-0.642852606849059,1.72202359637294e-06,274.895182561194
"FUBP1","ENSG00000162613",0.000315844880056537,0.522510986723141,1.82600338750591e-06,361.529030189582
"ISCU","ENSG00000136003",0.000318098204912671,0.506698639822609,1.89311973676985e-06,277.031007688697
"OS9","ENSG00000135506",0.000323401810907715,0.656853347334675,2.03466536364316e-06,152.547050913199
"ATF7IP","ENSG00000171681",0.000323401810907715,-0.651741756596615,2.03126267024247e-06,148.940113377744
"UCP2","ENSG00000175567",0.000372587107690193,0.459846095029955,2.47082081277291e-06,610.691218331912
"SMC5","ENSG00000198887",0.000372587107690193,-0.49799279905542,2.45869268051545e-06,379.598199424867
"RPS21","ENSG00000171858",0.000373389119316161,0.412470323623989,2.53963012627894e-06,1044.82740362802
"LGALS3","ENSG00000131981",0.000468361048027077,-0.454075443501232,3.30767678460159e-06,654.432374901637
"SUPT4H1","ENSG00000213246",0.000468361048027077,0.481772748529591,3.34486720236988e-06,399.832332122691
"ZNF638","ENSG00000075292",0.000496193465224359,-0.440838750964924,3.62800867278481e-06,627.88929671289
"RPS15A","ENSG00000134419",0.000526930778261863,0.499123744701013,4.03194780169764e-06,390.023989906329
"MDH2","ENSG00000146701",0.000526930778261863,0.490737149511939,3.98240512496222e-06,327.294868804871
"NAMPT","ENSG00000105835",0.000532939171844261,-0.746555128354243,4.16854308873253e-06,250.598506113446
"ATOSA","ENSG00000047346",0.000547271353685487,-0.450220546157509,4.41333293122268e-06,953.559904414138
"ZNF721","ENSG00000182903",0.000547271353685487,-0.77369275156643,4.46676160124186e-06,95.9053738260844
"TAPBP","ENSG00000231925",0.000558298475370602,0.391449582349981,4.65169618996081e-06,666.078162283447
"ZNF808","ENSG00000198482",0.000562639910958508,-0.658725332029685,4.78353945722248e-06,128.733116005892
"DAD1","ENSG00000129562",0.000604357169891568,-0.39149171975379,5.24098208884033e-06,755.54211572525
"RPS2","ENSG00000140988",0.000671209680845365,0.467554103410103,6.05791947366814e-06,1301.16004744283
"USP34","ENSG00000115464",0.000671209680845365,-0.636759048578376,6.16312238830976e-06,266.10358925788
"EIF3CL","ENSG00000205609",0.000671209680845365,0.4907663142338,5.97385492488495e-06,670.524876093459
"HIF1A","ENSG00000100644",0.000733133454564912,0.602166428785763,6.98103612576689e-06,164.898283551631
"PRPF38B","ENSG00000134186",0.000733133454564912,-0.449771871187768,6.86239488180963e-06,553.925511082214
"ZNF354A","ENSG00000169131",0.000776400700576008,-0.545836056792066,7.52505355089823e-06,326.183681563947
"CYP1A1","ENSG00000140465",0.000832852568202105,0.694707007465476,8.24700871437767e-06,155.672695591114
"GOLGA6L9","ENSG00000197978",0.000832852568202105,-0.787339656260988,8.35543300865911e-06,88.4059083919453
"FOXP2","ENSG00000128573",0.000883529307178568,-0.514797419203757,9.01407216982046e-06,577.796665574935
"TRIM37","ENSG00000108395",0.000895432894005852,0.348261432681971,9.28777529915949e-06,3295.7250582448
"SYNGR2","ENSG00000108639",0.000947720115691704,0.463828929493409,9.99239754078348e-06,486.496749100744
"ZNF761","ENSG00000160336",0.000947720115691704,-0.523466714865719,1.0152417495082e-05,217.633489204116
"ATG101","ENSG00000123395",0.000950054474315969,0.617900299312605,1.05005170601153e-05,168.268803570662
"ZNF765","ENSG00000196417",0.000950054474315969,-0.750637423735298,1.04673660477996e-05,187.756898450888
"FAU","ENSG00000149806",0.000958797997053106,0.440601715721596,1.09232215273862e-05,619.886752105944
"AGR2","ENSG00000106541",0.000958797997053106,0.498299550606131,1.08984159120883e-05,442.245849644567
"MRPL42","ENSG00000198015",0.00117677291985016,-0.548739396032605,1.36066244770976e-05,208.333419528293
"ST14","ENSG00000149418",0.00118025401602762,-0.451851642429337,1.384756454785e-05,689.407160687241
"HPRT1","ENSG00000165704",0.00124846011342524,0.559656489379648,1.50723802164925e-05,169.660694365557
"MUC20","ENSG00000176945",0.00124846011342524,-0.547825257780702,1.49532926814254e-05,210.702251403371
"EIF3E","ENSG00000104408",0.0013079764235801,0.356853203418004,1.64475528219131e-05,3449.01481070473
"RPL13A","ENSG00000142541",0.0013079764235801,0.575301915861114,1.61817525632629e-05,200.173126274877
"DCTPP1","ENSG00000179958",0.0013079764235801,0.520087419402349,1.69029430695609e-05,203.049182335393
"MED12","ENSG00000184634",0.0013079764235801,-0.532173513638961,1.67776381365619e-05,284.464495329547
"TSPAN6","ENSG00000000003",0.0013079764235801,-0.583622570695202,1.68209239695102e-05,226.696114030045
"RHOA","ENSG00000067560",0.00134410200982057,0.373209713692841,1.75983429274246e-05,873.414302592229
"DSP","ENSG00000096696",0.001485258449069,0.458877774548444,1.96990578179531e-05,877.349287314388
"MAGED1","ENSG00000179222",0.0016645650575267,0.659237374719976,2.23602515804471e-05,115.204867998129
"SCAMP1","ENSG00000085365",0.00183415012521982,-0.500258747362447,2.49501802444458e-05,396.854889797011
"MTA3","ENSG00000057935",0.00184456893996951,-0.563268643117143,2.54055575816239e-05,168.800484904683
"RACK1","ENSG00000204628",0.00184751453773269,0.357937682919441,2.57602775198232e-05,1985.55503777487
"NUDT19","ENSG00000213965",0.00191997530599051,-0.597757133824147,2.70970838968224e-05,184.894432822581
"ENSG00000224032","ENSG00000224032",0.00192103466906244,0.495359787364764,2.80919880189373e-05,579.233942382439
"EMC4","ENSG00000128463",0.00192103466906244,0.665764256958655,2.77614003527154e-05,151.74754644332
