"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"NULL","",7.67379208696707e-18,-0.529146486862825,1.13770082831239e-21,4439.81184796374
"LMAN2","ENSG00000169223",2.44440151941279e-12,0.634337105314493,7.2480400872136e-16,669.219212249727
"LAMP1","ENSG00000185896",4.98688944103762e-09,0.469613962500644,2.9573843979467e-12,881.673868223728
"DENR","ENSG00000139726",4.98688944103762e-09,-0.479222711591497,2.7668484346965e-12,695.024760833682
"RPS27A","ENSG00000143947",1.28610930774903e-08,-0.689286439545905,9.5337976853153e-12,379.642065882452
"LLGL2","ENSG00000073350",7.83145627740364e-08,0.421469732798992,6.96645480569634e-11,837.851223130473
"RPL6","ENSG00000089009",1.21302268925672e-07,0.528058821248737,1.25888196068155e-10,565.323757241256
"RPS15","ENSG00000115268",1.68246587386752e-07,0.448827078095734,2.08607902305118e-10,677.629199580657
"CETN2","ENSG00000147400",1.68246587386752e-07,0.58543008142736,2.49438973145666e-10,335.263030479456
"C4orf3","ENSG00000164096",1.68246587386752e-07,-0.599173673078322,2.43940760287502e-10,373.573099228964
"ELOB","ENSG00000103363",2.30503218667556e-07,0.422736155645335,3.75913329183561e-10,1080.79350150986
"PPIAL4A","ENSG00000263353",2.58961604050212e-07,-0.50281271495532,4.60717457168651e-10,1367.5144879163
"HSP90AB1","ENSG00000096384",2.68074231423369e-07,0.390903691164143,5.16673833729251e-10,1094.64391602783
"DAD1","ENSG00000129562",2.7296676970772e-07,-0.436938145816316,5.66572983826254e-10,743.608385049652
"UBL5","ENSG00000198258",3.83888728068167e-07,0.485845702900166,8.5371844640808e-10,510.568797145562
"RPS4X","ENSG00000198034",3.9498095642286e-07,0.553278721189392,9.36945189438956e-10,408.139877382318
"OS9","ENSG00000135506",8.98282414033863e-07,0.73834561100467,2.26401794493338e-09,157.217422167992
"SPINT1","ENSG00000166145",9.85802348253275e-07,0.396117791716354,2.63075496939347e-09,785.331426531518
"RPL9","ENSG00000163682",1.19417931549727e-06,0.490224485442104,3.36388539576697e-09,795.527594715283
"HIF1A","ENSG00000100644",1.43724522672772e-06,0.702659189122149,4.26166116153513e-09,171.605293870752
"ATG101","ENSG00000123395",1.48394208850568e-06,0.703739705340467,4.62013103908365e-09,173.98887507258
"ACTG1","ENSG00000184009",1.89633439600901e-06,-0.385546166145109,6.1852270885394e-09,1055.30231966613
"TAPBP","ENSG00000231925",1.94892141003143e-06,0.429166464540848,6.6456919837988e-09,672.972562331858
"RPL22","ENSG00000116251",2.27252804246101e-06,-0.347755512050138,8.08608940238165e-09,1482.35282465073
"U2AF1","ENSG00000160201",2.55533302332879e-06,0.390561026239059,9.47121209536246e-09,750.795876571357
"SUPT4H1","ENSG00000213246",3.11322643603721e-06,0.485064672127596,1.20005763286831e-08,399.364532631867
"FASTKD2","ENSG00000118246",4.63181500121259e-06,0.6928571117457,1.85409940745352e-08,169.094118758397
"CANX","ENSG00000127022",5.72880571401364e-06,-0.573457683188152,2.4282553073954e-08,410.493898599813
"INTS3","ENSG00000143624",5.72880571401364e-06,-0.411421743603573,2.46308918764115e-08,663.684187005186
"LMNA","ENSG00000160789",8.33977480342438e-06,0.402330982035426,3.70931421946229e-08,596.524359163971
"ABCC5","ENSG00000114770",8.49817353852463e-06,0.419968333852807,4.08483506594378e-08,568.41123373786
"ACTB","ENSG00000075624",8.49817353852463e-06,-0.490971125412637,3.9838098406063e-08,716.125746692082
"CSDE1","ENSG00000009307",8.49817353852463e-06,-0.326870748108554,4.28373462282932e-08,8652.48271373453
"RBBP4","ENSG00000162521",8.49817353852463e-06,-0.459690949550231,4.16600355771614e-08,426.411868076046
"LGALS3","ENSG00000131981",9.60692172155971e-06,-0.449563320621742,5.12748972536916e-08,653.734679275383
"GORASP2","ENSG00000115806",9.60692172155971e-06,-0.736628574702939,5.0085601154747e-08,211.813961525243
"HM13","ENSG00000101294",1.06261586832862e-05,-0.563582923925891,5.82902700195091e-08,464.297434019325
"UBP1","ENSG00000153560",1.2260487889088e-05,-0.488340578494131,6.90731712061296e-08,437.062781527782
"KRT8","ENSG00000170421",1.3896607932485e-05,0.241247961453842,8.03510317816033e-08,4899.44490462048
"UBE2R2","ENSG00000107341",1.81132831113601e-05,0.450532802292282,1.07417542543277e-07,430.136610690603
"PDIA6","ENSG00000143870",2.06747043298467e-05,0.342638070790834,1.28737966175472e-07,853.392972159232
"JUN","ENSG00000177606",2.06747043298467e-05,-0.799399340909984,1.25752353410764e-07,110.669198644165
"FAU","ENSG00000149806",2.2071905803651e-05,0.392081641609809,1.40710444708228e-07,606.90668276365
"UBAP2L","ENSG00000143569",3.1587589532205e-05,-0.509578632452615,2.06056922078135e-07,384.911021414047
"MAGEF1","ENSG00000177383",3.5010177870746e-05,0.410541419547255,2.33574203733665e-07,545.954392332653
"RRP7A","ENSG00000189306",3.58653991175478e-05,-0.361040027506906,2.44597236383573e-07,970.282420340506
"TRIQK","ENSG00000205133",4.92111943954817e-05,-0.429808574747987,3.47219392555567e-07,426.097090184684
"CDC42","ENSG00000070831",4.92111943954817e-05,-0.341781819599086,3.50205682873702e-07,1464.54080868351
"SLC19A2","ENSG00000117479",5.43860661041425e-05,0.614971131150299,3.95095217064935e-07,173.625525913069
"MEF2D","ENSG00000116604",5.63209481482301e-05,-0.569979833257155,4.17501468852707e-07,216.096659190522
"RPS24","ENSG00000138326",6.28276840372316e-05,-0.524012683004315,4.75049946019097e-07,327.973037618789
