"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"RPL6","ENSG00000089009",1.02333676354998e-08,0.639955118785254,1.7436305393593e-12,598.752696486144
"RPL7A","ENSG00000148303",9.36610320540989e-06,0.618952970703331,4.78758044236321e-09,566.164570794119
"HMGCS1","ENSG00000112972",9.36610320540989e-06,0.586890888397335,3.6227980912041e-09,620.993380429654
"RPS17","ENSG00000182774",1.62729318514803e-05,1.00123047578514,1.10907697062397e-08,176.093116874245
"PABPC3","ENSG00000151846",1.63610304340775e-05,-1.25056317708123,1.67262195611629e-08,76.2128678481177
"LMAN2","ENSG00000169223",1.63610304340775e-05,0.571517897224576,1.62979906025035e-08,657.951410961626
"RPS15A","ENSG00000134419",3.06451428464113e-05,0.555957299184958,3.65506900536512e-08,402.770682017274
"RPS15","ENSG00000115268",3.07367564120977e-05,0.511713689634794,4.56778080139106e-08,702.788786995479
"ATG101","ENSG00000123395",3.07367564120977e-05,0.736234389838096,4.71342320171886e-08,178.11058697725
"HSP90AB1","ENSG00000096384",6.76160307535453e-05,0.458018639976205,1.15208776203008e-07,1136.08302234272
"DDIT3","ENSG00000175197",7.05072406050626e-05,0.543304552495146,1.32148517065205e-07,627.312764069207
"RPL9","ENSG00000163682",8.74346380617975e-05,0.595948688032613,1.93670181428415e-07,839.713129170827
"S100P","ENSG00000163993",8.74346380617975e-05,0.503575111444975,1.87726261848776e-07,2218.59175254375
"UBAP2L","ENSG00000143569",9.53967299617754e-05,-0.597023885696829,2.27560780280262e-07,379.754077053578
"UBL5","ENSG00000198258",0.000132299476874223,0.51593514376714,3.3813122390754e-07,522.586593805859
"RPL12","ENSG00000197958",0.000169329496876133,0.715776141590578,4.61624118251512e-07,228.117270156581
"LGALS3","ENSG00000131981",0.000191483827125546,-0.485193636135336,5.54647309786042e-07,654.169044293036
"ZNF808","ENSG00000198482",0.000211199686123269,-0.715688727689412,6.47741412543678e-07,127.906133151695
"RPL21","ENSG00000122026",0.000212179578812821,0.576005415031433,6.86899300978634e-07,329.099049760231
"KRT81","ENSG00000205426",0.000214719624039217,0.504486946194756,7.31707698208269e-07,826.117322715963
"RPS4X","ENSG00000198034",0.000231075777288741,0.636514913335539,8.26817400419759e-07,427.097422666946
"ATF7IP","ENSG00000171681",0.000294961020826525,-0.739737330000845,1.10566407534223e-06,146.834223417375
"NBPF12","ENSG00000268043",0.000336883891307919,-0.398309816360439,1.32021289829309e-06,1090.66423716097
"FOXP2","ENSG00000128573",0.00104479929645486,-0.459162096669936,4.39588719872092e-06,592.342397114141
"PCBP2","ENSG00000197111",0.00104479929645486,0.485941965629705,4.45049964412531e-06,500.745063380531
"FAM107B","ENSG00000065809",0.00104882648880818,-0.586464499371587,4.64636031845504e-06,310.857708547978
"UBP1","ENSG00000153560",0.00107896368153682,-0.509301815090609,5.14755206730806e-06,439.636012786324
"OTUD1","ENSG00000165312",0.00107896368153682,-0.533893947453688,5.08043662828847e-06,424.57873551895
"PDIA6","ENSG00000143870",0.00117772210502078,0.420006899996688,5.819379970285e-06,888.575216495853
"PRPF38B","ENSG00000134186",0.00145879808082449,-0.473420533359185,7.70535704644046e-06,554.321619611973
"PPIAL4A","ENSG00000263353",0.00145879808082449,-0.490504093862115,7.65629629661266e-06,1387.7913185493
"ZNF354A","ENSG00000169131",0.00148881901882445,-0.576256765328517,8.16026021515466e-06,326.363232757897
"SRSF1","ENSG00000136450",0.00148881901882445,-0.36615110268159,8.37127749551999e-06,829.385095089348
"EMC4","ENSG00000128463",0.00211014592633887,0.601656982717022,1.26716649055517e-05,148.600071392685
"THG1L","ENSG00000113272",0.00211014592633887,0.647806924682224,1.29434747568921e-05,125.84898416423
"INTS3","ENSG00000143624",0.00211014592633887,-0.386930489752917,1.26259915423463e-05,676.690692189063
"ENSG00000224032","ENSG00000224032",0.0024218937382111,0.451723761754437,1.52683708150981e-05,573.981901033837
"RPL13A","ENSG00000142541",0.00247430749287098,0.550922323808725,1.6020392695365e-05,199.611834374116
"CETN2","ENSG00000147400",0.00275827407912545,0.528315616582505,1.8328963892638e-05,330.118951974836
"ZNF638","ENSG00000075292",0.0027939971061109,-0.397284859069646,1.9042406584501e-05,640.733693271234
"RPN1","ENSG00000163902",0.00289255575164305,0.378324420445196,2.02069834413639e-05,1467.74835721364
"HSPA5","ENSG00000044574",0.00290317597098749,0.655940949370961,2.07758375841668e-05,526.789304293628
"HELZ","ENSG00000198265",0.00293042010255582,-0.420239162500751,2.14701080950588e-05,492.441673627463
"INSIG1","ENSG00000186480",0.00293441636004512,0.427650354731852,2.39993159451637e-05,907.958137706276
"BCAP29","ENSG00000075790",0.00293441636004512,-0.479748493112666,2.33554262194298e-05,247.528338700971
"TCEAL6","ENSG00000204071",0.00293441636004512,-0.597503465929515,2.36579240315868e-05,294.786511834242
"TXNIP","ENSG00000265972",0.00293441636004512,0.480371137793944,2.26078663511145e-05,407.06435329909
"RBBP4","ENSG00000162521",0.00293441636004512,-0.448591119984567,2.20836686100614e-05,432.583739395217
"DHX15","ENSG00000109606",0.00299119074363465,-0.339059660946847,2.49733083043275e-05,1352.28907163131
"U2AF1","ENSG00000160201",0.00302303910708266,0.370353703565861,2.57542946590787e-05,753.685365602866
"NFAT5","ENSG00000102908",0.00365692799291673,-0.393051349801711,3.17777010800397e-05,885.529697687644
"SNHG32","ENSG00000204387",0.00433348874147084,0.384399805439986,3.83951975730932e-05,1017.38289980119
"PSME4","ENSG00000068878",0.00437970872195545,-0.50563733457464,3.95509562555186e-05,287.548829804363
"TSPAN6","ENSG00000000003",0.00526204409177159,-0.518068013905173,4.84154678745384e-05,233.00225158529
"SYNGR2","ENSG00000108639",0.0053417106650127,0.412695165567495,5.00586278029816e-05,480.467338536591
"ROMO1","ENSG00000125995",0.0056890332056557,0.491226361098556,5.42828181149632e-05,268.179822953487
"KAT2B","ENSG00000114166",0.00604795983108551,-0.512973948241333,5.97685585624398e-05,192.095494001917
"NOC2L","ENSG00000188976",0.00604795983108551,0.487147701001327,5.94393360270036e-05,228.566952012795
"DSP","ENSG00000096696",0.00621729272790455,0.412256566664336,6.25013240665137e-05,867.486979158694
"GSPT1","ENSG00000103342",0.00655075146326647,-0.468196360233806,6.69696861127941e-05,468.470242077669
"ISCU","ENSG00000136003",0.00670594980375158,0.486907683814346,7.08415211846307e-05,276.926327262175
"RPL18A","ENSG00000105640",0.00670594980375158,0.604796429057917,6.98222121545428e-05,122.616018023774
"EIF3E","ENSG00000104408",0.00685699115914372,0.347103492574385,7.43839789090306e-05,3463.15457280651
"TNIP1","ENSG00000145901",0.00685699115914372,0.593049378819713,7.47738003382515e-05,126.470889798948
"NOB1","ENSG00000141101",0.00710831447913528,0.560022267812782,7.8725582065734e-05,139.3468439934
"KICS2","ENSG00000174206",0.00808153370758009,0.854173291989527,9.08811083149235e-05,57.3812816852248
"ZNF721","ENSG00000182903",0.00836155676971501,-0.705853595857233,9.54548140349133e-05,98.2456682210122
"TAPBP","ENSG00000231925",0.00843578737904046,0.335290444446146,9.77395709277137e-05,656.762005901728
"LACTB","ENSG00000103642",0.00869855706605846,-0.358881127456793,0.000102266218701318,538.707961321502
"RHOA","ENSG00000067560",0.00991248682445923,0.355051402334607,0.0001182269684294,874.691845511921
"ATOSA","ENSG00000047346",0.0104602648442608,-0.36760419492459,0.000126542648482283,985.093725008509
"JUNB","ENSG00000171223",0.010490247427975,0.5187677370819,0.000130298123477141,313.238547154578
"CEBPB","ENSG00000172216",0.010490247427975,0.468389717470047,0.000130480160545608,352.752116245459
"CDC27","ENSG00000004897",0.012016558040676,-0.537828995226906,0.000151512232920433,145.129714318491
"CD24","ENSG00000272398",0.0126460019055665,-0.508947266851607,0.000161603363932099,957.763644731671
"OS9","ENSG00000135506",0.0131391930867957,0.604871383266844,0.000171149225248161,150.223523918171
"UBE2R2","ENSG00000107341",0.0131391930867957,0.414053328181248,0.000174622092480842,428.338700538376
"RNF24","ENSG00000101236",0.0131391930867957,-0.732611682126107,0.000173331878474442,66.2968395044306
"TMED2","ENSG00000086598",0.0131719161616287,0.348353596095222,0.000177301308019879,992.115985484476
"EIF3L","ENSG00000100129",0.0135823729422615,0.448791627148793,0.000185140541042924,320.653461714486
"MAGED1","ENSG00000179222",0.0137327984922282,0.638806528378636,0.000189530870313594,115.23943250738
"PSMA3","ENSG00000100567",0.0139517204480782,-0.330457077607676,0.000194929472949807,1122.32097467748
"MBNL1","ENSG00000152601",0.0149013934810777,-0.65897012838076,0.000210737035087655,141.003925153859
"PPP1R21","ENSG00000162869",0.0151890228552308,-0.541151998273672,0.000219980736530008,151.094760965582
"PDCD10","ENSG00000114209",0.0151890228552308,-0.372103360305982,0.00021752558359785,693.899659796447
"TMEM87B","ENSG00000153214",0.0153319707408539,0.357977662289278,0.000227275763239783,509.978470540263
"PIGP","ENSG00000185808",0.0153319707408539,-0.564044804688053,0.000225304146964579,157.094647230339
"NONO","ENSG00000147140",0.0154640486067867,-0.374199136433086,0.000231868508672215,581.87803076623
"MTA3","ENSG00000057935",0.0156117568072352,-0.497744014431398,0.000236743287756676,173.594320353164
"NDUFS4","ENSG00000164258",0.0161628287238914,0.386501055042759,0.000247853907846349,360.423183074074
"VEGFA","ENSG00000112715",0.0166208471860117,0.432200477952925,0.000257709506547464,406.347244760567
"CLTB","ENSG00000175416",0.017756538401159,-0.305942029375596,0.000278344101704997,784.837062957959
"BCLAF1","ENSG00000029363",0.0180444705126803,-0.379553292663159,0.000289006683965233,500.024811530772
"MUC20","ENSG00000176945",0.0180444705126803,-0.516661825285118,0.000286191582805422,214.705896376878
"BRD2","ENSG00000204256",0.0188606539678473,-0.441327876318601,0.000305292575727636,332.939007667519
"INPPL1","ENSG00000165458",0.01922508202134,-0.327120206663428,0.000316071594181816,893.827728567269
"RAB10","ENSG00000084733",0.01922508202134,-0.331819590749465,0.000322068693521865,2089.42923187085
"RELL1","ENSG00000181826",0.01922508202134,-0.399183314036305,0.00031982517626747,310.798583731589
"NPIPB3","ENSG00000169246",0.01922508202134,0.360729269953223,0.000324294278431191,1536.2729872926
"RACK1","ENSG00000204628",0.0197278546467641,0.27896146065231,0.000355590583704515,1941.40203909351
"IMPDH2","ENSG00000178035",0.0197278546467641,0.505300535615422,0.000338556886069555,261.991380156897
"SEC61G","ENSG00000132432",0.0197278546467641,0.36738154323439,0.000359479162358404,662.156499298385
"METTL9","ENSG00000197006",0.0197278546467641,-0.354414735140311,0.000353633813653464,709.503749482451
"GTF2F2","ENSG00000188342",0.0197278546467641,0.754987526440942,0.000351247709126286,63.9290297854767
"TRIM37","ENSG00000108395",0.0197278546467641,0.322967953557984,0.000359666118112755,3288.57860789405
"PRIM2","ENSG00000146143",0.0197278546467641,-0.664607765279281,0.00034662819384697,84.1177647122672
"SCAMP1","ENSG00000085365",0.0197278546467641,-0.395085503102123,0.000340942953819604,412.83169256237
"NULL","",0.0198155352966347,-0.353093580048514,0.000364640963032296,4727.52198517033
"ZNF761","ENSG00000160336",0.0205862906190021,-0.453124652724374,0.000382331858488878,223.617130355184
"ELOB","ENSG00000103363",0.0217732871458507,0.329048984168243,0.000408086826724072,1053.09405536569
"FUBP1","ENSG00000162613",0.0225996976887022,0.387347710524292,0.000427426553662624,344.842510995134
"USP5","ENSG00000111667",0.0233202414504627,0.561883352419586,0.000445027609891263,103.628334753809
"TRIQK","ENSG00000205133",0.0233689176611376,-0.421323221111309,0.00044993826813913,432.601123851673
"EIF3CL","ENSG00000205609",0.0245434265689915,0.380941066858095,0.000476733792616294,646.698024387781
"ARPC1A","ENSG00000241685",0.0248794548803374,-0.479814749597869,0.000487583948442042,207.386316726777
"SALL4","ENSG00000101115",0.0248794548803374,-0.523357577263757,0.000495978228147806,214.3524130654
"AGR2","ENSG00000106541",0.0248794548803374,0.436706498016373,0.0004937285226551,434.776362579484
"HIF1A","ENSG00000100644",0.0251674031455574,0.495928712444892,0.000506006742405141,159.031329414543
"GFM1","ENSG00000168827",0.0252108480772444,-0.467694530185285,0.000511175825727055,171.330018637864
"RPS2","ENSG00000140988",0.0252932168215468,0.342339673495291,0.000517155566295044,1247.99278007372
"MED12","ENSG00000184634",0.0260985503355434,-0.404373696408993,0.00053806859611531,297.683390894705
"TES","ENSG00000135269",0.0267565978192654,0.693867065187349,0.000556194400059701,73.2371484555777
"PKM","ENSG00000067225",0.0268735826811071,-0.306711262137725,0.000563205089414922,758.16409878104
"ZNG1B","ENSG00000136682",0.0268738172743608,-0.310830659972068,0.000567788949057886,624.19183121829
"ZNHIT3","ENSG00000273611",0.0273198707965729,0.406872053418777,0.000581868095002831,279.079827254141
"GSTM3","ENSG00000134202",0.0275007944115666,-0.473415031696345,0.000632426356790809,181.52965892573
"SELENOF","ENSG00000183291",0.0275007944115666,0.336672729966801,0.000606793368201475,587.227356699952
"TBCA","ENSG00000171530",0.0275007944115666,0.421775473126617,0.000623062462256362,316.466526775603
"TMEM141","ENSG00000244187",0.0275007944115666,0.438374142281456,0.000632561312781203,295.999020319794
"CD2AP","ENSG00000198087",0.0275007944115666,-0.69084714793443,0.000607491913110819,72.8776475905542
"FAM32A","ENSG00000105058",0.0275007944115666,-0.314067655953648,0.000632579186498806,588.498514722367
"C6orf132","ENSG00000188112",0.0275007944115666,-0.362105214102136,0.000599113300624679,381.390213506414
"COQ10B","ENSG00000115520",0.0275007944115666,-0.681126069385672,0.000611699468043752,116.078913135986
"KIF2A","ENSG00000068796",0.0275007944115666,-0.508136843536293,0.00060895307992491,139.38380815619
"AGAP11","ENSG00000271880",0.0275007944115666,0.539776506695866,0.000623870799067528,109.695170267318
"RPS21","ENSG00000171858",0.029324089546198,0.310757006607946,0.00069934170575267,1012.62206964506
"ABHD17C","ENSG00000136379",0.029324089546198,-0.418194305501915,0.000708227011999612,253.876594947725
"HAPSTR1","ENSG00000182831",0.029324089546198,-0.408277232602095,0.00069870630825293,468.729778141606
"TSPAN9","ENSG00000011105",0.029324089546198,0.6722142579188,0.000709494073191363,64.6832872583073
"SRGAP2","ENSG00000266028",0.029324089546198,-0.482144914580286,0.000701469600727181,129.330467318506
"BNIP3","ENSG00000176171",0.029324089546198,0.406712963907526,0.00069098515113831,451.874683662094
"SDHD","ENSG00000204370",0.029324089546198,0.578333753033731,0.000703595006643928,107.044599323911
"ATP5F1D","ENSG00000099624",0.0293932137068891,0.830888243491495,0.000716174741878539,81.5794114682192
"DUSP11","ENSG00000144048",0.0296107300683043,-0.455497024456576,0.000726519872181942,173.41068099122
"FAU","ENSG00000149806",0.0296798565268967,0.377397266406588,0.000740831266361699,609.471247880458
"SPTBN1","ENSG00000115306",0.0296798565268967,-0.494133662162732,0.000739006116871554,197.706572924107
"MDH2","ENSG00000146701",0.0296798565268967,0.369746517841463,0.00074338710333171,314.48098348448
"ST14","ENSG00000149418",0.0312424700771123,-0.33251412889249,0.000787848964289082,720.466485874743
"HSPB1","ENSG00000106211",0.0340718548951822,-0.250162332349844,0.000865003642764041,7161.49944038733
"TWSG1","ENSG00000128791",0.0361078750272513,-0.518708786275576,0.000925963970428865,198.750699019466
"BRF2","ENSG00000104221",0.0361078750272513,0.647077857662212,0.000935150281843959,64.0339354265209
"SUPT4H1","ENSG00000213246",0.0361078750272513,0.380657490377838,0.000934521172603231,387.240163570321
"TRMT112","ENSG00000173113",0.0374133673094391,0.267547680903036,0.000975335695747857,2208.05038518717
"SNHG8","ENSG00000269893",0.0379879644795206,0.385998408507382,0.000996787617966634,534.714238987895
"SQLE","ENSG00000104549",0.0391461278328587,0.350711773332239,0.00105221114500955,310.296714947403
"SLC25A25","ENSG00000148339",0.0391461278328587,0.391580133922803,0.00106052723213913,263.469400203688
"ZNF765","ENSG00000196417",0.0391461278328587,-0.4776883806963,0.00105466554217441,203.997618822322
"DCTPP1","ENSG00000179958",0.0391461278328587,0.406959581401314,0.00104935734629089,195.674851120341
"DENR","ENSG00000139726",0.0391461278328587,-0.323326130624286,0.00105510995182268,736.777433998674
"COPG1","ENSG00000181789",0.0401283737062767,0.3004942719643,0.00109397508826108,690.528855612359
"MYG1","ENSG00000139637",0.0402894329926634,0.387518991015199,0.00111486029375782,228.725969644351
"HECTD2","ENSG00000165338",0.0402894329926634,-0.458993430258626,0.00111896022794413,179.011287892119
"PGRMC2","ENSG00000164040",0.0402894329926634,-0.371215188591412,0.00111598278601376,613.749803079504
"LSM5","ENSG00000106355",0.0404860396571263,-0.474814963251829,0.00114302246574521,158.951055727589
"ADSS2","ENSG00000035687",0.0404860396571263,0.380453299630544,0.00113638092397189,374.129702951041
"RHOBTB3","ENSG00000164292",0.0404860396571263,-0.323880156369005,0.00115201373704892,628.690632671852
"HM13","ENSG00000101294",0.0404860396571263,-0.405843336113275,0.00114913915328504,491.662143048893
"PRR11","ENSG00000068489",0.0406741828009643,0.457627036289184,0.00118223529438959,166.457507880308
"SRRM2","ENSG00000167978",0.0406741828009643,-0.502972127409471,0.00117287669414666,153.732691520552
"RANBP9","ENSG00000010017",0.0406741828009643,-0.407462135968437,0.00120789697109677,228.268109511145
"ALKBH5","ENSG00000091542",0.0406741828009643,0.611523386394082,0.00121570009343318,70.3705058431806
"KRT15","ENSG00000171346",0.0406741828009643,0.710219629111637,0.00119147981903084,87.0685335593597
"LLGL2","ENSG00000073350",0.0406741828009643,0.278109718568832,0.0012197403600221,800.864911901069
"SGPP1","ENSG00000126821",0.0406741828009643,-0.506273793311284,0.00121943770388563,105.331433946424
"NAMPT","ENSG00000105835",0.0406741828009643,-0.5330871314194,0.00119684039969312,267.655903041773
"SKP1","ENSG00000113558",0.0406741828009643,-0.385243766872775,0.00119407422982312,247.495703685632
"INTS2","ENSG00000108506",0.0412887915547216,-0.635369020701233,0.0012452063563104,63.8014388144063
"TM9SF2","ENSG00000125304",0.041374586037153,-0.421823561258579,0.00126064392193938,450.403886477977
"CAB39L","ENSG00000102547",0.041374586037153,-0.488730831798329,0.00126894283296772,131.223086591014
"EEF1E1","ENSG00000124802",0.041374586037153,-0.320143298800191,0.00126290705876083,1056.43807988024
"VDAC3","ENSG00000078668",0.0416833182670907,0.38792308525034,0.00128551381944853,238.568196974355
"KLHL24","ENSG00000114796",0.041788622345886,0.529904389195086,0.00129588162667426,97.8557716884605
"KCMF1","ENSG00000176407",0.0419374665271006,-0.354685585742542,0.00130764293311627,447.388633012567
"LAMP1","ENSG00000185896",0.0431971290884522,0.322566216526557,0.00135428041442754,840.378747641809
"MAEA","ENSG00000090316",0.0433245872911465,-0.581066753474492,0.00137113168791548,73.2830694188047
"GTF3A","ENSG00000122034",0.0433245872911465,-0.425928661217952,0.00138042218835311,269.538394826847
"TBC1D9","ENSG00000109436",0.0433245872911465,-0.342947578470467,0.00137735699099948,2045.78846992745
"AARS1","ENSG00000090861",0.0442186509683531,0.354756963726599,0.00142920328435456,265.903027198643
"RAB11FIP3","ENSG00000090565",0.0442186509683531,0.640082073510823,0.0014465805053542,86.9457463396159
"HES4","ENSG00000188290",0.0442186509683531,0.473790914104448,0.00144177610931292,157.162379998259
"BMPR2","ENSG00000204217",0.0442186509683531,-0.309852193967556,0.00142992262721758,493.132806868935
"STAM2","ENSG00000115145",0.0442186509683531,-0.289229960002654,0.00143414035547086,583.008555117977
"CTSA","ENSG00000064601",0.0453018644970154,-0.266714009165271,0.00148973587458238,1258.55206397898
"BCL6","ENSG00000113916",0.0458497113813581,-0.408088997681949,0.00151556381120863,166.515476752143
"GOLGA6L9","ENSG00000197978",0.0461905222270869,-0.575866262302015,0.00153469957987424,94.3045674597282
"PPP1R15A","ENSG00000087074",0.046875224702161,0.411839888763018,0.00157342294536134,227.037751373073
"TMED3","ENSG00000166557",0.046875224702161,-0.2700376114061,0.00156719223063553,2105.56733555803
"ZFAND3","ENSG00000156639",0.0476190008340393,-0.349253161281705,0.00160650232835914,309.244381407994
"USP34","ENSG00000115464",0.0477688929047282,-0.452483358544052,0.00161969836224926,282.773638162902
