"gene","stat"
"ENSG00000213185",1.55042747214265
"ENSG00000278318",1.24756010833587
"ENSG00000122140",1.20405195270431
"ENSG00000275221",1.19246618102986
"ENSG00000188242",1.12690530488254
"ENSG00000153130",1.10528137770397
"ENSG00000163319",1.04212678369822
"ENSG00000108641",1.01533329401921
"ENSG00000182774",1.00123047578514
"ENSG00000143847",0.954914296474727
"ENSG00000111581",0.949239068831235
"ENSG00000133195",0.932689428508695
"ENSG00000070423",0.930011116694874
"ENSG00000204116",0.928920096802368
"ENSG00000091164",0.922669912354408
"ENSG00000092969",0.914519300679069
"ENSG00000128908",0.901460179683042
"ENSG00000163818",0.893061082787969
"ENSG00000167693",0.865358628591285
"ENSG00000174206",0.854173291989527
"ENSG00000102221",0.847512502188808
"ENSG00000196743",0.843546448335685
"ENSG00000116793",0.83800636710041
"ENSG00000087085",0.835903593750693
"ENSG00000187860",0.833305197655151
"ENSG00000099624",0.830888243491495
"ENSG00000158079",0.81808640605125
"ENSG00000139926",0.817211742490841
"ENSG00000255823",0.81717363407125
"ENSG00000101331",0.815812536563276
"ENSG00000168876",0.807797457930913
"ENSG00000187068",0.802345684354146
"ENSG00000165138",0.80208210867769
"ENSG00000102226",0.798780834221779
"ENSG00000170113",0.793838007162022
"ENSG00000162512",0.792393187219142
"ENSG00000204498",0.789781608498615
"ENSG00000106330",0.78695350465606
"ENSG00000146859",0.782074127981196
"ENSG00000165886",0.78204308261969
"ENSG00000110057",0.777245379597542
"ENSG00000115274",0.775989592648015
"ENSG00000105085",0.771599277917562
"ENSG00000138767",0.764989782069873
"ENSG00000177721",0.764051382524482
"ENSG00000239382",0.763236607349426
"ENSG00000167695",0.761328142789346
"ENSG00000077380",0.760770993528862
"ENSG00000135114",0.760319703474411
"ENSG00000130045",0.755998418734709
"ENSG00000110871",0.755210647190356
"ENSG00000188342",0.754987526440942
"ENSG00000135968",0.750425941179236
"ENSG00000101150",0.747240257211439
"ENSG00000278272",0.744214332642582
"ENSG00000151239",0.740740435438249
"ENSG00000148308",0.740644077743324
"ENSG00000176715",0.73768306197297
"ENSG00000123395",0.736234389838096
"ENSG00000161265",0.732813012647095
"ENSG00000167595",0.731193371574999
"ENSG00000105254",0.730551791654142
"ENSG00000241553",0.729905359554164
"ENSG00000170892",0.72435803221557
"ENSG00000103356",0.724020716862857
"ENSG00000076242",0.718296730407506
"ENSG00000196453",0.716714095674918
"ENSG00000197958",0.715776141590578
"ENSG00000128335",0.711756081500678
"ENSG00000171346",0.710219629111637
"ENSG00000007264",0.709526651005283
"ENSG00000143387",0.7076459405627
"ENSG00000128218",0.706374003467854
"ENSG00000256977",0.706171188762146
"ENSG00000103415",0.703507722088776
"ENSG00000064961",0.702794128423642
"ENSG00000105948",0.701925798232701
"ENSG00000122884",0.700578234097556
"ENSG00000163739",0.699282775373263
"ENSG00000085872",0.695903477538798
"ENSG00000062282",0.695337352751304
"ENSG00000135269",0.693867065187349
"ENSG00000254087",0.691538045144344
"ENSG00000161204",0.690093104747913
"ENSG00000170145",0.686975357095304
"ENSG00000158423",0.685146552092348
"ENSG00000215271",0.684806091363679
"ENSG00000102109",0.684413411598403
"ENSG00000171865",0.684068647394923
"ENSG00000176896",0.679224434210878
"ENSG00000142945",0.67773297831091
"ENSG00000156411",0.677323435792217
"ENSG00000156345",0.677176649272875
"ENSG00000117013",0.676558268903106
"ENSG00000159479",0.675122665506932
"ENSG00000011105",0.6722142579188
"ENSG00000151502",0.671359450243278
"ENSG00000136731",0.669948974799428
"ENSG00000099625",0.668729474544703
"ENSG00000197892",0.665995395999402
"ENSG00000106477",0.665265389864887
"ENSG00000097007",0.661671528966079
"ENSG00000141552",0.661409129250489
"ENSG00000184227",0.658734935543809
"ENSG00000257365",0.657753986692807
"ENSG00000044574",0.655940949370961
"ENSG00000243708",0.655824667817851
"ENSG00000178038",0.654634690598951
"ENSG00000198346",0.652292521176983
"ENSG00000171940",0.651817951479378
"ENSG00000140832",0.651798846365736
"ENSG00000078487",0.651471904470894
"ENSG00000169288",0.651344881123955
"ENSG00000206140",0.650611436032124
"ENSG00000136010",0.64991952625111
"ENSG00000113272",0.647806924682224
"ENSG00000104221",0.647077857662212
"ENSG00000113739",0.64653504292041
"ENSG00000008710",0.641130888991647
"ENSG00000090565",0.640082073510823
"ENSG00000089009",0.639955118785254
"ENSG00000179222",0.638806528378636
"ENSG00000088325",0.638252998549836
"ENSG00000130305",0.636921330699864
"ENSG00000198034",0.636514913335539
"ENSG00000143878",0.636071719992507
"ENSG00000177082",0.634448230255265
"ENSG00000108799",0.633128842941362
"ENSG00000133657",0.632395818950076
"ENSG00000141905",0.632227718810067
"ENSG00000145982",0.631123932065157
"ENSG00000140043",0.628727184186499
"ENSG00000100418",0.627158482837413
"ENSG00000131711",0.626028432713016
"ENSG00000144452",0.625860121761765
"ENSG00000110700",0.62242908880851
"ENSG00000108094",0.621305681930501
"ENSG00000165118",0.620998924644895
"ENSG00000148303",0.618952970703331
"ENSG00000117682",0.618536796576987
"ENSG00000155304",0.61848519122616
"ENSG00000171680",0.617859647234757
"ENSG00000186352",0.616815931417419
"ENSG00000169891",0.616312618680557
"ENSG00000117859",0.614339604145512
"ENSG00000166510",0.613121834079054
"ENSG00000161021",0.613085461187337
"ENSG00000091542",0.611523386394082
"ENSG00000182858",0.607782537223101
"ENSG00000081041",0.607341571519323
"ENSG00000127054",0.606694454588352
"ENSG00000198125",0.60554601372749
"ENSG00000051108",0.604954834196748
"ENSG00000135506",0.604871383266844
"ENSG00000105640",0.604796429057917
"ENSG00000164073",0.602703298393523
"ENSG00000128463",0.601656982717022
"ENSG00000167004",0.601565882289428
"ENSG00000185567",0.601565622712194
"ENSG00000037241",0.601280458473353
"ENSG00000128944",0.599897234822952
"ENSG00000082458",0.599476670751917
"ENSG00000114648",0.596433115154661
"ENSG00000144476",0.596136618771664
"ENSG00000163682",0.595948688032613
"ENSG00000102316",0.595195556504317
"ENSG00000145901",0.593049378819713
"ENSG00000184216",0.58957485146347
"ENSG00000139190",0.588342883988545
"ENSG00000121895",0.587834270873327
"ENSG00000135773",0.587322649340738
"ENSG00000112972",0.586890888397335
"ENSG00000010626",0.584698451045612
"ENSG00000166323",0.584687284083545
"ENSG00000105723",0.584450545133585
"ENSG00000142188",0.582223123484265
"ENSG00000116353",0.582050842719037
"ENSG00000233917",0.581816931843676
"ENSG00000184014",0.581239412822133
"ENSG00000261609",0.579443074451548
"ENSG00000167862",0.579252669016104
"ENSG00000204370",0.578333753033731
"ENSG00000214274",0.577042017832726
