"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"WSB1","ENSG00000109046",6.19200660305006e-249,2.99844570030259,6.89226024382242e-253,1144.86692165957
"ERRFI1","ENSG00000116285",6.6106796759083e-220,3.03495575264479,1.47165620567861e-223,1625.85347024335
"ESR1","ENSG00000091831",6.70472591470892e-215,-3.14258658324659,2.23888888514323e-218,730.987268608756
"KRT17","ENSG00000128422",6.95059388779916e-197,4.74483953631801,3.0946544469275e-200,516.120434967592
"SLC25A25","ENSG00000148339",3.46780929198096e-188,3.00051930767755,1.929991814326e-191,984.751344187873
"EVL","ENSG00000196405",3.60915421257321e-182,-2.68776402961243,2.41038794250214e-185,1053.15238669676
"SLC12A2","ENSG00000064651",6.19662967685943e-143,-2.33050727512203,4.8281842985325e-146,954.169003541488
"KRT81","ENSG00000205426",5.26854091161269e-140,2.3960325862479,4.69148789992226e-143,2054.82016135264
"NPY1R","ENSG00000164128",8.97102574923015e-140,-3.20576544190133,8.98700264281739e-143,362.66439301376
"KITLG","ENSG00000049130",1.99336169905198e-133,-2.96112673174132,2.21879084934548e-136,411.044943821136
"LCN2","ENSG00000148346",1.2780952738168e-127,2.72826648884283,1.5648984875317e-130,1105.05530648654
"RDX","ENSG00000137710",5.71921940850544e-127,-2.72646306072888,7.63920668990041e-130,462.523508340036
"EEIG2","ENSG00000162636",2.58022712866267e-125,-3.09872160441047,3.73363230995266e-128,326.24909000385
"DCDC2","ENSG00000146038",3.58092492422632e-113,-2.83007822931046,5.580248100976e-116,403.794454286886
"FTH1","ENSG00000167996",1.37466294885416e-108,1.77923654846299,2.29518524407975e-111,19597.5255228076
"SLC6A14","ENSG00000268104",2.15205504812861e-103,-3.61572746390537,3.83268931100376e-106,213.06695390472
"RBCK1","ENSG00000125826",1.66776401215046e-97,2.14102903015655,3.15583127855719e-100,510.371985060782
"PBX1","ENSG00000185630",1.10632029168725e-93,-2.35915342895496,2.21658117212494e-96,321.319633036993
"BAMBI","ENSG00000095739",3.04319945782021e-93,-1.68933554467392,6.43597392014515e-96,887.566354511897
"SLC20A1","ENSG00000144136",1.71893300789484e-91,2.37515275572612,3.8266540692227e-94,651.583162900857
"RBL2","ENSG00000103479",5.55397371217342e-86,-2.37324686148749,1.29823517314828e-88,281.526378984553
"C1orf21","ENSG00000116667",1.1139848165142e-85,-2.24852345134906,2.72792363794662e-88,436.907037591813
"SLC38A1","ENSG00000111371",1.22360281564121e-85,-1.44058598834551,3.13255395811975e-88,2402.71685562615
"COTL1","ENSG00000103187",2.64848359454543e-85,3.04219471303782,7.07520105399492e-88,202.573788255035
"NBN","ENSG00000104320",2.80199327988832e-85,-2.00338925329284,7.79717631313536e-88,677.245611958715
"VEGFA","ENSG00000112715",9.4104308742357e-85,2.14485304105512,2.72341053795779e-87,901.493265779875
"ACTN1","ENSG00000072110",1.7875036234192e-84,1.80591512307883,5.3720612012821e-87,1971.82251812314
