"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"HSPA5","ENSG00000044574",3.91017704562856e-12,0.722507073395992,5.85355845153976e-16,580.797098014026
"DDIT3","ENSG00000175197",4.03231461409828e-12,0.715818570446429,1.20727982458032e-15,722.980679059444
"NULL","",1.74876263125293e-11,-0.526054367632113,7.85372439185448e-15,4815.70323046571
"PPIAL4A","ENSG00000263353",9.57629290180277e-11,-0.697025900939988,5.73430712682801e-14,1404.77858952251
"PABPC3","ENSG00000151846",4.42731791642144e-10,-1.47316827381864,3.31386071588431e-13,78.1054853556782
"ATG101","ENSG00000123395",2.4789344212696e-09,0.89854278107481,2.22658780353557e-12,205.392315729893
"BRD2","ENSG00000204256",3.0293141583172e-09,-0.783938786122532,3.17443100422462e-12,324.509906507123
"DAD1","ENSG00000129562",1.02544355618276e-08,-0.536246765486587,1.22807611518893e-11,782.893171314489
"HMGCS1","ENSG00000112972",3.55636824940705e-08,0.641842144955098,4.79151410848256e-11,681.123201384829
"VEGFA","ENSG00000112715",6.9580310684973e-08,0.674824267240736,1.18919645540222e-10,481.477560652468
"LMAN2","ENSG00000169223",6.9580310684973e-08,0.562714878677621,1.24994570092766e-10,702.83875379272
"PIGP","ENSG00000185808",6.9580310684973e-08,-0.855993473775489,1.24735233957643e-10,155.659653252019
"FAM32A","ENSG00000105058",1.66407174829954e-07,-0.517700060792367,3.23846298321766e-10,593.81605418927
"TXNIP","ENSG00000265972",2.98800818761732e-07,0.578355808863675,6.26229260877881e-10,454.621479678275
"OS9","ENSG00000135506",4.6278824228479e-07,0.771757544519954,1.10630787148163e-09,173.298561849655
"RPS27A","ENSG00000143947",4.6278824228479e-07,-0.685751324435468,1.10847483181986e-09,411.354377119397
"DENR","ENSG00000139726",5.86493991426912e-07,-0.463522406779116,1.49257452908047e-09,756.566902353143
"RAB10","ENSG00000084733",9.02397695781568e-07,-0.453233709113122,2.43161055749524e-09,2158.81587923918
"PDIA6","ENSG00000143870",1.04756610979339e-06,0.444783453389542,2.97960420450217e-09,962.122115130031
"NPIPB3","ENSG00000169246",1.14517424392699e-06,0.615093541512692,3.428665400979e-09,1825.54535174324
"INTS3","ENSG00000143624",2.06776767913282e-06,-0.45467526869717,6.50046725475888e-09,710.865371871983
"UBAP2L","ENSG00000143569",2.69253004703633e-06,-0.592103387307983,8.86761392736516e-09,407.809176379647
"RPS4X","ENSG00000198034",4.21197960420918e-06,0.545312001620781,1.45023249845526e-08,440.869659664465
"TCEAL6","ENSG00000204071",1.17922778830876e-05,-0.777222732072834,4.2367465448219e-08,301.114734941255
"LGALS3","ENSG00000131981",1.36348543851349e-05,-0.551228332293591,5.10286466509539e-08,687.460823564499
"LAMP1","ENSG00000185896",1.41040071140678e-05,0.445955624793278,5.4895836072719e-08,945.745437403294
"DHX15","ENSG00000109606",1.47551255125268e-05,-0.387237445319561,5.96389803650034e-08,1428.57633373579
"CHMP2A","ENSG00000130724",1.5951841756196e-05,-0.643124227856373,6.68640073613007e-08,393.270360197812
"HSP90AB1","ENSG00000096384",1.62362054089111e-05,0.393766017467394,7.04865204877877e-08,1187.36421425232
"RPS15","ENSG00000115268",1.89107470991028e-05,0.446113385666486,8.49285049360903e-08,733.769651166977
"ATF7IP","ENSG00000171681",1.90721505166156e-05,-0.709329377207701,8.85084829363897e-08,158.527398841529
"AARS1","ENSG00000090861",1.99119677343271e-05,0.537604017874063,9.83675052743703e-08,306.675406572289
"FOXP2","ENSG00000128573",1.99119677343271e-05,-0.474426502617885,9.77915931215969e-08,631.893207777934
"MUC20","ENSG00000176945",2.12308531078062e-05,-0.59172608437255,1.08061228393025e-07,224.954738797888
"RPS24","ENSG00000138326",2.22332375666467e-05,-0.662148018625695,1.16491514196502e-07,341.570127363351
"UBE2L5","ENSG00000236444",3.93203615211113e-05,-0.610436855640413,2.11906139934133e-07,210.180768840922
"GSPT1","ENSG00000103342",4.13255396612845e-05,-0.484378037485756,2.28898947225678e-07,499.592519920708
"C4orf3","ENSG00000164096",4.43458287273343e-05,-0.580638941523382,2.52266690365075e-07,406.525911879039
"RPL9","ENSG00000163682",4.99903745824663e-05,0.495987971623992,2.97655904539741e-07,863.936528195919
"KRT80","ENSG00000167767",4.99903745824663e-05,0.415241156230556,2.9934356037405e-07,5267.77494320003
"TRIM37","ENSG00000108395",6.44637594831771e-05,0.385281091290673,4.03660142926396e-07,3611.93215384925
