"gene","ensembl_id","stat","log2FoldChange","pvalue","baseMean"
"DDIT3","ENSG00000175197",5.24899668424893e-09,0.618558313799004,7.49428424364496e-13,678.336165564933
"NPIPB3","ENSG00000169246",5.93189644384151e-08,0.564776446915786,2.54078945338728e-11,1748.16718120628
"RPS24","ENSG00000138326",5.93189644384151e-08,-0.675307516416927,1.74092075731488e-11,332.460295904435
"OS9","ENSG00000135506",6.17825552658021e-08,0.791690877290257,4.3109146903867e-11,170.799339734318
"VEGFA","ENSG00000112715",6.17825552658021e-08,0.668523921713806,5.29262323807556e-11,469.763576891291
"DENR","ENSG00000139726",6.17825552658021e-08,-0.502856707785227,4.61648160177442e-11,731.012960993611
"RPS4X","ENSG00000198034",7.08159877318179e-08,0.61240196001804,7.07755445634959e-11,442.981022963684
"NULL","",8.03702941978416e-08,-0.427525075628532,9.1799308050076e-11,4844.10190799897
"ATG101","ENSG00000123395",1.83533191713805e-07,0.80539408851762,2.3583648278473e-10,192.637269540829
"PDIA6","ENSG00000143870",1.83782184689415e-07,0.431526401252294,2.62396037534858e-10,935.658667338313
"LMAN2","ENSG00000169223",1.86885831986753e-07,0.502712346877501,2.93510015970057e-10,670.730260612423
"UBAP2L","ENSG00000143569",2.42185428854898e-07,-0.599474179497881,4.1493791351496e-10,397.612167628688
"RPS27A","ENSG00000143947",3.58340920925954e-07,-0.626225608832108,6.65110218737494e-10,408.200238505114
"PABPC3","ENSG00000151846",7.23911172836081e-07,-1.21408208954611,1.44699549110582e-09,80.5077951224778
"C4orf3","ENSG00000164096",1.70009194382429e-06,-0.571528228004121,3.64097360898978e-09,398.245084598099
"UBP1","ENSG00000153560",2.66014386773482e-06,-0.509362938693142,6.0768563511932e-09,460.091099022773
"HSPA5","ENSG00000044574",2.71260740789852e-06,0.554235657434857,6.58399856286049e-09,528.479209142172
"GSPT1","ENSG00000103342",2.80487241823494e-06,-0.484912521317021,7.20840998404183e-09,487.859934008473
"INTS3","ENSG00000143624",4.01395840085676e-06,-0.428511723006979,1.08888077693144e-08,699.926872210854
"DAD1","ENSG00000129562",4.10631552401074e-06,-0.508368666288842,1.2311911194207e-08,770.936674216731
"BRD2","ENSG00000204256",4.10631552401074e-06,-0.559213017779884,1.21496518167086e-08,336.944992379779
